#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 1           98.310            0.000        0.000        0.000        430880                      226972                      
GPU 2           99.099            0.000        0.000        0.000        490052                      278831                      
GPU 3           97.430            0.000        0.000        0.000        440292                      229581                      
GPU 4           98.320            0.000        0.000        0.000        485894                      272038                      
GPU 5           98.745            0.000        0.000        0.000        426656                      219618                      
GPU 6           99.567            0.000        0.000        0.000        430843                      223283                      
GPU 7           101.649           0.000        0.000        0.000        244252                      61325                       
GPU 0           97.276            0.000        0.000        0.000        239009                      46124                       
GPU 1           98.199            0.000        0.000        0.000        261028                      66567                       
GPU 2           99.070            0.000        0.000        0.000        234821                      45077                       
GPU 3           97.459            0.000        0.000        0.000        266787                      64469                       
GPU 4           98.327            0.000        0.000        0.000        244260                      58182                       
GPU 5           98.788            0.000        0.000        0.000        250645                      66235                       
GPU 6           99.565            0.000        0.000        0.000        257359                      61325                       
GPU 7           101.596           0.000        0.000        0.000        446061                      223292                      
GPU 0           97.198            0.000        0.000        0.000        464389                      243725                      
GPU 1           98.343            0.000        0.000        0.000        486438                      280960                      
GPU 2           99.184            0.000        0.000        0.000        461268                      248455                      
GPU 3           97.402            0.000        0.000        0.000        494801                      278325                      
GPU 4           98.444            0.000        0.000        0.000        444484                      225387                      
GPU 5           98.706            0.000        0.000        0.000        509009                      285954                      
GPU 6           99.599            0.000        0.000        0.000        482741                      270985                      
GPU 7           101.672           0.000        0.000        0.000        484328                      272041                      
GPU 0           97.257            0.000        0.000        0.000        478539                      262594                      
GPU 1           98.310            0.000        0.000        0.000        479093                      271521                      
GPU 2           99.078            0.000        0.000        0.000        486427                      274139                      
GPU 3           97.469            0.000        0.000        0.000        487459                      271509                      
GPU 4           98.390            0.000        0.000        0.000        493231                      281996                      
GPU 5           98.793            0.000        0.000        0.000        485895                      276231                      
GPU 6           99.559            0.000        0.000        0.000        495314                      281988                      
GPU 7           101.549           0.000        0.000        0.000        490087                      279376                      
GPU 0           97.138            0.000        0.000        0.000        480081                      265722                      
GPU 1           98.318            0.000        0.000        0.000        476476                      270999                      
GPU 2           99.202            0.000        0.000        0.000        487471                      275185                      
GPU 3           97.468            0.000        0.000        0.000        486939                      270987                      
GPU 4           98.427            0.000        0.000        0.000        489036                      278850                      
GPU 5           98.771            0.000        0.000        0.000        486427                      278856                      
GPU 6           99.598            0.000        0.000        0.000        528802                      311573                      
GPU 7           101.620           0.000        0.000        0.000        488520                      277806                      
GPU 0           97.143            0.000        0.000        0.000        428220                      214896                      
GPU 1           98.275            0.000        0.000        0.000        226967                      42458                       
GPU 2           99.066            0.000        0.000        0.000        422188                      221577                      
GPU 3           97.408            0.000        0.000        0.000        247399                      56084                       
GPU 4           98.331            0.000        0.000        0.000        446583                      239540                      
GPU 5           98.677            0.000        0.000        0.000        352134                      154862                      
GPU 6           99.531            0.000        0.000        0.000        241583                      54797                       
GPU 7           101.560           0.000        0.000        0.000        208088                      21490                       
GPU 0           96.981            0.000        0.000        0.000        264168                      63945                       
GPU 1           98.219            0.000        0.000        0.000        451279                      242674                      
GPU 2           99.030            0.000        0.000        0.000        252758                      47173                       
GPU 3           97.554            0.000        0.000        0.000        449182                      227998                      
GPU 4           98.367            0.000        0.000        0.000        254214                      55036                       
GPU 5           98.785            0.000        0.000        0.000        334303                      135119                      
GPU 6           99.589            0.000        0.000        0.000        477565                      259749                      
GPU 7           101.611           0.000        0.000        0.000        488356                      269329                      
GPU 0           97.218            0.000        0.000        0.000        485882                      269410                      
GPU 1           98.251            0.000        0.000        0.000        481195                      272572                      
GPU 2           99.165            0.000        0.000        0.000        485895                      273086                      
GPU 3           97.478            0.000        0.000        0.000        489563                      273086                      
GPU 4           98.271            0.000        0.000        0.000        493232                      280424                      
GPU 5           98.749            0.000        0.000        0.000        490083                      281470                      
GPU 6           99.557            0.000        0.000        0.000        493225                      280944                      
GPU 7           101.574           0.000        0.000        0.000        494282                      280425                      
GPU 0           97.159            0.000        0.000        0.000        483244                      266255                      
GPU 1           98.284            0.000        0.000        0.000        472227                      273588                      
GPU 2           99.153            0.000        0.000        0.000        485381                      275189                      
GPU 3           97.555            0.000        0.000        0.000        487466                      271513                      
GPU 4           98.362            0.000        0.000        0.000        493758                      280949                      
GPU 5           98.736            0.000        0.000        0.000        484329                      279904                      
GPU 6           99.531            0.000        0.000        0.000        496367                      282515                      
GPU 7           101.560           0.000        0.000        0.000        492706                      278326                      
GPU 0           97.257            0.000        0.000        0.000        495328                      278851                      
GPU 1           98.193            0.000        0.000        0.000        438713                      227480                      
GPU 2           99.163            0.000        0.000        0.000        497945                      285663                      
GPU 3           97.418            0.000        0.000        0.000        442910                      230627                      
GPU 4           98.372            0.000        0.000        0.000        485371                      272038                      
GPU 5           98.806            0.000        0.000        0.000        427719                      221198                      
GPU 6           99.572            0.000        0.000        0.000        296385                      103401                      
GPU 7           101.579           0.000        0.000        0.000        245826                      60277                       
GPU 0           97.251            0.000        0.000        0.000        210179                      13627                       
GPU 1           98.313            0.000        0.000        0.000        254223                      68142                       
GPU 2           98.939            0.000        0.000        0.000        244448                      57657                       
GPU 3           97.430            0.000        0.000        0.000        263646                      66042                       
GPU 4           98.354            0.000        0.000        0.000        241638                      56609                       
GPU 5           98.716            0.000        0.000        0.000        253169                      64471                       
GPU 6           99.576            0.000        0.000        0.000        383677                      172445                      
GPU 7           101.572           0.000        0.000        0.000        449719                      227480                      
GPU 0           97.257            0.000        0.000        0.000        494269                      277273                      
GPU 1           98.250            0.000        0.000        0.000        495334                      287765                      
GPU 2           98.959            0.000        0.000        0.000        485133                      263241                      
GPU 3           97.430            0.000        0.000        0.000        497417                      281467                      
GPU 4           98.357            0.000        0.000        0.000        446568                      229049                      
GPU 5           98.730            0.000        0.000        0.000        474898                      269947                      
GPU 6           99.597            0.000        0.000        0.000        485889                      273607                      
GPU 7           101.613           0.000        0.000        0.000        483276                      272563                      
GPU 0           97.174            0.000        0.000        0.000        495842                      278845                      
GPU 1           98.231            0.000        0.000        0.000        490094                      282525                      
GPU 2           99.203            0.000        0.000        0.000        495337                      281477                      
GPU 3           97.427            0.000        0.000        0.000        497951                      280425                      
GPU 4           98.430            0.000        0.000        0.000        483818                      273098                      
GPU 5           98.830            0.000        0.000        0.000        479603                      270988                      
GPU 6           99.588            0.000        0.000        0.000        491122                      275175                      
GPU 7           101.630           0.000        0.000        0.000        490607                      278325                      
GPU 0           97.097            0.000        0.000        0.000        496364                      279368                      
GPU 1           98.326            0.000        0.000        0.000        441347                      241640                      
GPU 2           98.970            0.000        0.000        0.000        493769                      281480                      
GPU 3           97.507            0.000        0.000        0.000        497939                      280942                      
GPU 4           98.464            0.000        0.000        0.000        484327                      272565                      
GPU 5           98.744            0.000        0.000        0.000        478561                      270992                      
GPU 6           99.653            0.000        0.000        0.000        484843                      273084                      
GPU 7           101.592           0.000        0.000        0.000        489035                      274656                      
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 0           97.126            0.000        0.000        0.000        439234                      221713                      
GPU 1           98.280            0.000        0.000        0.000        248973                      53463                       
GPU 2           99.053            0.000        0.000        0.000        429810                      216477                      
GPU 3           97.457            0.000        0.000        0.000        210184                      20441                       
GPU 4           98.312            0.000        0.000        0.000        434522                      224337                      
GPU 5           98.748            0.000        0.000        0.000        233016                      56228                       
GPU 6           99.585            0.000        0.000        0.000        207561                      21489                       
GPU 7           101.642           0.000        0.000        0.000        240157                      52891                       
GPU 0           96.970            0.000        0.000        0.000        265735                      69185                       
