#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 2           226.192           0.253        0.041        0.117        208460344                   2323635773                  
GPU 3           210.265           0.254        0.043        0.117        1949771786                  2347753324                  
GPU 4           217.445           0.251        0.015        0.115        981123265                   4301186163                  
GPU 5           233.191           0.284        0.041        0.119        212178751                   2413429792                  
GPU 6           230.564           0.256        0.015        0.120        183221913                   1908050906                  
GPU 7           217.636           0.283        0.041        0.118        2307424657                  2762036488                  
GPU 0           200.164           0.253        0.015        0.117        368991756                   4161907686                  
GPU 1           217.611           0.252        0.015        0.116        222867763                   2595302254                  
GPU 2           206.373           0.283        0.015        0.119        190496452                   2150471954                  
GPU 3           193.386           0.285        0.015        0.119        2339793557                  2746856541                  
GPU 4           199.134           0.282        0.041        0.118        376636094                   4358846374                  
GPU 5           216.325           0.254        0.015        0.117        230385603                   2649105687                  
GPU 6           215.366           0.248        0.015        0.116        180055989                   2053739256                  
GPU 7           199.813           0.254        0.015        0.118        1955690281                  2337761563                  
GPU 0           197.498           0.249        0.015        0.116        376120802                   4392026067                  
GPU 1           219.134           0.253        0.015        0.117        228013565                   4566199425                  
GPU 2           204.920           0.253        0.015        0.118        211090310                   2341125191                  
GPU 3           192.231           0.254        0.015        0.118        1951251469                  2344042571                  
GPU 4           198.787           0.253        0.015        0.116        487999870                   4298415493                  
GPU 5           216.254           0.252        0.015        0.117        267077013                   3160324327                  
GPU 6           216.208           0.249        0.015        0.116        197414062                   2294903430                  
GPU 7           198.632           0.250        0.015        0.117        2131679861                  3173370938                  
GPU 0           208.883           0.248        0.015        0.115        353127908                   4285182796                  
GPU 1           217.150           0.245        0.015        0.113        366928313                   4468513528                  
GPU 2           203.813           0.248        0.014        0.115        324954602                   4029680077                  
GPU 3           191.610           0.247        0.015        0.115        2098383207                  2817124134                  
GPU 4           197.885           0.248        0.015        0.114        527161250                   5826251727                  
GPU 5           216.119           0.253        0.015        0.117        366359370                   4449312218                  
GPU 6           214.118           0.271        0.015        0.115        320585764                   4002102044                  
