#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 3           115.942           0.058        0.006        0.017        963975503                   2379686340                  
GPU 4           117.820           0.058        0.006        0.017        2192110271                  15632400737                 
GPU 5           118.829           0.058        0.006        0.017        958656527                   2061812782                  
GPU 6           118.843           0.058        0.006        0.017        2278489612                  16855952935                 
GPU 7           123.055           0.058        0.006        0.017        976363460                   2710498761                  
GPU 0           115.680           0.059        0.007        0.017        2169266454                  15293422657                 
GPU 1           121.758           0.059        0.007        0.017        993282113                   2870665974                  
GPU 2           114.930           0.058        0.006        0.017        1800225666                  10627836502                 
GPU 3           119.268           0.058        0.006        0.017        968548762                   2218366329                  
GPU 4           117.324           0.058        0.007        0.017        2114940879                  14523012862                 
GPU 5           119.134           0.058        0.006        0.017        950365506                   2035661099                  
GPU 6           118.449           0.059        0.007        0.017        2321750258                  17176217237                 
GPU 7           120.678           0.059        0.007        0.017        988529425                   2865291227                  
GPU 0           117.391           0.061        0.007        0.018        2065014278                  13350577285                 
GPU 1           121.531           0.060        0.007        0.018        1023636562                  2610829944                  
GPU 2           117.270           0.060        0.007        0.018        1906888474                  11475460470                 
GPU 3           116.879           0.060        0.007        0.018        1002121052                  2315121809                  
GPU 4           119.069           0.060        0.007        0.018        2267577911                  15702504252                 
GPU 5           120.575           0.060        0.007        0.018        993518327                   2114032981                  
GPU 6           120.114           0.060        0.007        0.018        2304331571                  16229058839                 
GPU 7           121.991           0.061        0.007        0.018        1037943619                  2905170663                  
GPU 0           115.473           0.061        0.007        0.018        2125684746                  14240933226                 
GPU 1           119.718           0.060        0.007        0.018        1015662573                  2572411473                  
GPU 2           117.232           0.060        0.007        0.018        1819094161                  10538088035                 
GPU 3           120.914           0.060        0.007        0.018        963170083                   2143801647                  
GPU 4           118.383           0.060        0.007        0.018        2180080918                  14855435565                 
GPU 5           121.207           0.061        0.007        0.018        1001542732                  2098055062                  
GPU 6           119.734           0.060        0.007        0.018        2414991195                  17724841243                 
GPU 7           122.069           0.061        0.007        0.018        1047936522                  3154046512                  
GPU 0           117.183           0.060        0.007        0.018        2079372816                  14139351728                 
GPU 1           119.261           0.060        0.007        0.018        976885783                   2664937387                  
GPU 2           117.011           0.060        0.007        0.018        1870452326                  11454864965                 
GPU 3           118.893           0.059        0.007        0.018        964112186                   2240165708                  
GPU 4           118.806           0.060        0.007        0.018        2137318586                  14808688295                 
GPU 5           120.475           0.060        0.007        0.018        940229102                   1963206736                  
GPU 6           120.261           0.060        0.007        0.018        2226662521                  16080075268                 
GPU 7           124.156           0.061        0.007        0.018        993865855                   3071000181                  
GPU 0           117.606           0.060        0.007        0.018        2174458563                  15040409136                 
GPU 1           122.203           0.060        0.007        0.018        1014158105                  2862341589                  
GPU 2           117.657           0.061        0.007        0.018        1891652163                  11563105400                 
GPU 3           119.075           0.060        0.007        0.018        999338681                   2529677924                  
GPU 4           117.012           0.060        0.007        0.018        2149626903                  14740811416                 
GPU 5           120.256           0.061        0.007        0.018        984754843                   2130086652                  
GPU 6           119.645           0.060        0.007        0.018        2221435749                  15557733596                 
GPU 7           124.711           0.060        0.007        0.018        1013887615                  2882609976                  
GPU 0           117.324           0.060        0.007        0.018        2102173655                  14139422370                 
GPU 1           121.951           0.061        0.007        0.018        1012278624                  2644382957                  
GPU 2           116.442           0.060        0.007        0.018        1965345722                  12458737094                 
GPU 3           120.406           0.060        0.007        0.018        996597375                   2561986225                  
GPU 4           118.315           0.060        0.007        0.018        2204046240                  15459888101                 
GPU 5           121.630           0.060        0.007        0.018        1001743826                  2521490011                  
GPU 6           117.126           0.060        0.007        0.017        2248663259                  15956474614                 
GPU 7           125.450           0.061        0.007        0.018        1015259860                  2864316811                  
