#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 7           126.576           0.063        0.008        0.020        1059753316                  2189349111                  
GPU 0           118.691           0.060        0.007        0.018        2180203250                  14199079769                 
GPU 1           123.946           0.060        0.007        0.018        972475617                   1498703742                  
GPU 2           116.288           0.061        0.007        0.018        1862102980                  10035939905                 
GPU 3           118.203           0.061        0.007        0.018        1027501231                  2239176001                  
GPU 4           118.764           0.061        0.007        0.019        2108489794                  12898276163                 
GPU 5           123.795           0.061        0.007        0.018        1005599193                  1793697083                  
GPU 6           124.073           0.061        0.007        0.019        2355838630                  15794424006                 
GPU 7           125.051           0.061        0.007        0.019        1058557424                  2196043351                  
GPU 0           115.675           0.061        0.007        0.018        2115048803                  13113579593                 
GPU 1           123.983           0.061        0.007        0.019        1019618548                  1672626115                  
GPU 2           116.750           0.060        0.007        0.018        1890761432                  10707556080                 
GPU 3           118.067           0.061        0.007        0.020        1189060607                  2701312005                  
GPU 4           117.745           0.060        0.007        0.018        2167493703                  13699707997                 
GPU 5           121.263           0.061        0.007        0.019        1035913318                  1817128168                  
GPU 6           119.530           0.060        0.007        0.018        2316008851                  15408196645                 
GPU 7           123.238           0.061        0.007        0.018        1043293049                  2107139606                  
GPU 0           118.207           0.062        0.008        0.019        2125807204                  13035796342                 
GPU 1           123.913           0.061        0.007        0.019        1006394504                  1783811799                  
GPU 2           118.844           0.062        0.007        0.019        1912886991                  10549217927                 
GPU 3           120.081           0.063        0.008        0.020        1118382656                  2808752945                  
GPU 4           119.336           0.062        0.007        0.019        2244306219                  14309607389                 
GPU 5           121.619           0.061        0.007        0.018        1010695514                  1877975160                  
GPU 6           121.278           0.062        0.007        0.019        2277710781                  14693876267                 
GPU 7           124.683           0.062        0.007        0.019        1068968587                  2142520101                  
GPU 0           116.884           0.060        0.007        0.018        2041174712                  12563777373                 
GPU 1           123.020           0.060        0.007        0.018        991314597                   1721661686                  
GPU 2           115.369           0.060        0.007        0.018        1888894175                  10812766291                 
GPU 3           116.518           0.060        0.007        0.018        1011698976                  2363231386                  
GPU 4           118.178           0.060        0.007        0.018        2195165536                  14457797569                 
GPU 5           123.024           0.061        0.007        0.018        1001985779                  1880146689                  
GPU 6           121.714           0.060        0.007        0.018        2237524742                  15209806725                 
GPU 7           122.587           0.060        0.007        0.018        987705827                   2057856081                  
GPU 0           117.102           0.060        0.007        0.020        2292987786                  14525105082                 
GPU 1           124.174           0.059        0.007        0.018        968771325                   1724439811                  
GPU 2           116.426           0.060        0.007        0.017        1803903404                  10386634915                 
GPU 3           118.278           0.060        0.007        0.018        1019809711                  2388926840                  
GPU 4           117.331           0.059        0.007        0.017        2155802019                  14339975941                 
GPU 5           122.281           0.059        0.007        0.018        981811817                   1783443365                  
GPU 6           119.370           0.059        0.007        0.017        2309841521                  15890079689                 
GPU 7           122.490           0.059        0.007        0.018        992700040                   1969848507                  
GPU 0           117.578           0.062        0.007        0.019        2216414318                  13878403659                 
GPU 1           124.884           0.062        0.007        0.019        1075483409                  1921406959                  
GPU 2           118.287           0.062        0.007        0.019        1881662676                  9953568597                  
GPU 3           118.750           0.061        0.007        0.019        1065526624                  2088968867                  
GPU 4           118.184           0.061        0.007        0.019        2211607999                  13805236897                 
GPU 5           122.678           0.062        0.007        0.019        1051187019                  1850719786                  
GPU 6           120.278           0.061        0.007        0.018        2334461309                  15285986506                 
