#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 6           177.602           0.165        0.013        0.064        84153067                    1001011137                  9767998381                  9775270151                  
GPU 7           162.314           0.157        0.013        0.058        7269724450                  1457753619                  1211337425                  7139027957                  
GPU 0           180.243           0.160        0.017        0.063        4113477348                  8893086839                  8621875563                  2681702149                  
GPU 1           203.439           0.201        0.015        0.065        62292479                    898124932                   10129295174                 10129212268                 
GPU 2           190.933           0.158        0.014        0.060        62898134                    806460165                   16514882789                 16514882789                 
GPU 3           177.951           0.192        0.014        0.060        7247689612                  4275985204                  6472655128                  11374599879                 
GPU 4           179.268           0.159        0.014        0.058        1594593163                  10820953157                 12100929669                 1218796921                  
GPU 5           198.553           0.172        0.015        0.065        95927655                    1192584825                  10287977126                 10286449382                 
GPU 6           198.058           0.157        0.015        0.059        88911806                    787299386                   19000193776                 18991024398                 
GPU 7           178.564           0.187        0.022        0.072        9372437796                  3810782617                  5236362149                  10886055864                 
GPU 0           177.000           0.192        0.025        0.075        2679884671                  10120489831                 11332037007                 5949393353                  
GPU 1           194.122           0.190        0.027        0.079        91928154                    786299216                   19048157877                 19048258044                 
GPU 2           187.653           0.190        0.024        0.074        78667606                    932526510                   14199913534                 14199913058                 
GPU 3           171.857           0.199        0.025        0.072        9271826349                  2776866915                  3073423344                  10210240725                 
GPU 4           177.405           0.198        0.027        0.074        4740438823                  10625580115                 9677872738                  6991415108                  
GPU 5           191.858           0.198        0.025        0.077        92918486                    1159170415                  18025965685                 18025843589                 
GPU 6           192.234           0.202        0.027        0.081        76362484                    1085378849                  12604518574                 12604412351                 
GPU 7           178.016           0.194        0.020        0.074        9461563657                  3165140918                  3881763050                  10353820196                 
GPU 0           175.029           0.189        0.019        0.073        2950497624                  10890555256                 9975390798                  3196354619                  
GPU 1           195.177           0.199        0.018        0.074        90780854                    1115641948                  12687867399                 12687752091                 
GPU 2           185.986           0.196        0.020        0.076        80702609                    1026413015                  13014121043                 13014334174                 
GPU 3           174.371           0.191        0.019        0.077        9717632751                  2630448176                  3198716554                  9840571248                  
GPU 4           178.010           0.194        0.019        0.074        2593952341                  9997478281                  10104937333                 3169005983                  
GPU 5           190.989           0.194        0.020        0.083        112563932                   1418495874                  15152226851                 15153455128                 
GPU 6           191.691           0.186        0.018        0.072        99747638                    944469876                   14705272519                 14705509455                 
GPU 7           177.984           0.197        0.019        0.077        9981870556                  3019875355                  3026580899                  10409746007                 
GPU 0           172.457           0.189        0.020        0.074        5153594394                  11953103744                 10276564947                 3548806882                  
GPU 1           202.454           0.171        0.021        0.079        32482506                    1182348289                  14542476966                 14543460244                 
GPU 2           181.591           0.198        0.020        0.068        59194535                    753478076                   13922088326                 13923770696                 
GPU 3           169.403           0.176        0.019        0.065        7992259035                  3221998208                  4336614135                  9223059075                  
GPU 4           173.834           0.189        0.018        0.074        2468799365                  11527324479                 9268368901                  2704366346                  
GPU 5           190.739           0.187        0.018        0.074        94130066                    1237213442                  12354272688                 12354004886                 
GPU 6           188.522           0.197        0.021        0.079        56681114                    1302962993                  16289703707                 16289703183                 
GPU 7           173.360           0.175        0.017        0.066        8415236219                  2797700494                  3313991641                  9136235689                  
GPU 0           211.180           0.175        0.065        0.066        8089368146                  8216498783                  10941166332                 8128646678                  
GPU 1           241.514           0.217        0.024        0.064        6310157                     346498585                   16867280660                 16866413803                 
GPU 2           227.641           0.196        0.042        0.066        22753709                    226216320                   24078305109                 24076812537                 
GPU 3           210.744           0.208        0.051        0.072        9190199054                  7665769274                  13473130023                 14539848968                 
GPU 4           217.764           0.170        0.020        0.065        3331709897                  8632963560                  14637330969                 4770233803                  
GPU 5           233.551           0.185        0.034        0.069        29982144                    111579169                   22208850483                 22209771595                 
GPU 6           233.748           0.166        0.024        0.074        5803540                     734020514                   28773400133                 28774180018                 
GPU 7           215.851           0.183        0.040        0.067        7724525831                  6425570402                  11354821025                 12797171150                 
GPU 0           190.420           0.202        0.015        0.069        1490849816                  7785561394                  13844639412                 13557269840                 
GPU 1           181.067           0.162        0.066        0.073        72768477                    42242893                    28845232262                 28845231309                 
GPU 2           200.113           0.201        0.057        0.061        17289431                    145203444                   22833376542                 22832675845                 
GPU 3           184.855           0.198        0.047        0.066        7810032519                  4757166926                  8113577653                  10814303700                 
GPU 4           187.019           0.210        0.056        0.072        8367994841                  7652440129                  9758660016                  13946886765                 
GPU 5           204.785           0.201        0.058        0.067        12242451                    894705470                   24140880676                 24139513270                 
GPU 6           204.658           0.208        0.065        0.063        48946237                    42236439                    11590309744                 11589990025                 
GPU 7           188.216           0.190        0.054        0.065        6973746052                  5800108715                  10227116331                 11727733711                 
GPU 0           160.510           0.164        0.015        0.063        1327470953                  8773604066                  7166247096                  1353017249                  
GPU 1           188.401           0.173        0.016        0.062        83059394                    870352947                   8957640557                  8957641722                  
GPU 2           169.936           0.160        0.015        0.080        66260656                    854471601                   8450107348                  8449985235                  
GPU 3           158.593           0.165        0.015        0.062        7131825706                  1526050464                  1393224782                  7090511393                  
GPU 4           160.626           0.163        0.014        0.062        1332621684                  8797943543                  6894567738                  1045044346                  
GPU 5           175.486           0.159        0.015        0.060        72482266                    1477988368                  8440341680                  8440105361                  
GPU 6           173.751           0.168        0.025        0.063        73748898                    464694169                   8067441878                  8066856436                  
GPU 7           161.586           0.152        0.014        0.060        9415997721                  1504603080                  1502733127                  7014116179                  
GPU 0           165.779           0.168        0.015        0.065        1251460566                  9771877036                  7368171968                  898626200                   
GPU 1           183.720           0.169        0.015        0.069        81018995                    1029878553                  8299834181                  8299834181                  
GPU 2           177.160           0.194        0.016        0.061        68053167                    1287616297                  8839946687                  8839959790                  
GPU 3           165.884           0.190        0.014        0.075        8706831020                  1558395596                  761111811                   8220425120                  
GPU 4           168.339           0.186        0.016        0.073        1318684873                  10819378162                 8081304670                  717291943                   
GPU 5           182.065           0.199        0.016        0.080        118282290                   907040323                   8831886389                  8831995386                  
GPU 6           183.918           0.161        0.014        0.067        82661295                    893666209                   8180856170                  8180982477                  
GPU 7           167.834           0.192        0.015        0.078        6487907542                  1299453378                  202008571                   8612547237                  
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           164.995           0.170        0.014        0.066        1360517002                  9468486874                  7353060278                  808236597                   
GPU 1           183.199           0.175        0.015        0.067        92189589                    1023987297                  8013311139                  8013162639                  
GPU 2           174.957           0.159        0.014        0.069        80473991                    860615276                   8081278645                  8081369890                  
GPU 3           163.439           0.168        0.016        0.064        7187727117                  1411868376                  972460995                   6945473590                  
GPU 4           165.754           0.173        0.015        0.067        1336583841                  9714735837                  7385579108                  1368284212                  
GPU 5           181.075           0.160        0.014        0.061        71631383                    1069328349                  7879300209                  7879429143                  
GPU 6           181.908           0.169        0.014        0.067        75242913                    1005293677                  8611708103                  8611597512                  
GPU 7           165.854           0.146        0.013        0.057        7757788038                  1491106034                  1438822493                  6540467435                  
GPU 0           169.450           0.162        0.016        0.062        1647302759                  8530495085                  6931001872                  1147529693                  
GPU 1           188.786           0.182        0.015        0.070        86785050                    1127444976                  8620193356                  8620207507                  
GPU 2           179.341           0.175        0.016        0.066        73220230                    1004906818                  9163187616                  9163073360                  
GPU 3           158.546           0.178        0.014        0.068        8012322827                  1669869441                  1305545020                  7846280999                  
GPU 4           169.913           0.177        0.016        0.068        1612425219                  10068133251                 7947837155                  1294705447                  
GPU 5           187.109           0.168        0.016        0.064        88084088                    1213350655                  9098239949                  9098142464                  
GPU 6           186.567           0.170        0.015        0.071        79132069                    906090134                   9634502475                  9635986791                  
GPU 7           172.088           0.165        0.015        0.065        7804207793                  1717210570                  1450197886                  7687097454                  
GPU 0           163.820           0.176        0.015        0.068        1285478191                  9980413303                  8110345994                  1452517589                  
GPU 1           186.198           0.169        0.017        0.073        79474992                    1111898893                  9678007718                  9678128268                  
GPU 2           172.850           0.170        0.015        0.066        69899241                    898860423                   8342699857                  8342814105                  
GPU 3           162.912           0.164        0.015        0.061        6987199166                  1587475249                  1294086405                  6907268608                  
GPU 4           163.285           0.163        0.014        0.061        1567327045                  8557688070                  6919934414                  1435226756                  
GPU 5           178.174           0.184        0.015        0.072        95976150                    925385689                   8766086768                  8766183726                  
GPU 6           177.363           0.179        0.016        0.063        75643840                    758331103                   8222543313                  8221167618                  
GPU 7           162.800           0.165        0.014        0.065        7788804152                  1379215933                  909536419                   7486612533                  
GPU 0           202.239           0.172        0.020        0.066        2622201625                  8238330726                  8444960480                  3497828550                  
GPU 1           196.656           0.174        0.018        0.068        68961725                    179811598                   10635511886                 10635390387                 
GPU 2           188.474           0.169        0.031        0.075        50076833                    898084160                   8504501330                  8504501855                  
GPU 3           187.574           0.179        0.033        0.068        7791565838                  1628303563                  1223155020                  7613017957                  
GPU 4           179.429           0.174        0.016        0.067        6021658915                  9129612961                  7537050123                  9560821166                  
GPU 5           197.491           0.190        0.024        0.074        72885387                    876868431                   15091128080                 15091129128                 
GPU 6           194.900           0.169        0.017        0.066        61958986                    243860622                   10631235248                 10631235248                 
GPU 7           175.301           0.166        0.014        0.066        8405373140                  1365839875                  897956552                   7467318523                  
GPU 0           206.617           0.192        0.056        0.070        8327548188                  7967621497                  14233346760                 13976453334                 
GPU 1           234.776           0.197        0.049        0.074        15834682                    754118470                   26181835334                 26181968984                 
GPU 2           230.124           0.194        0.065        0.073        11908162                    580897870                   19023492629                 19024767821                 
GPU 3           210.217           0.196        0.061        0.073        8837923142                  5167444362                  8628506712                  11975743000                 
GPU 4           226.257           0.199        0.037        0.074        6361455711                  9198344529                  12687523195                 10199910792                 
GPU 5           236.125           0.209        0.062        0.072        5803565                     41955694                    28228912752                 28228911179                 
GPU 6           229.167           0.193        0.047        0.075        24125046                    507954563                   25523137230                 25524304871                 
GPU 7           213.633           0.184        0.026        0.071        8635312533                  4097809894                  6289540738                  10499701690                 
GPU 0           175.257           0.204        0.044        0.076        4330237661                  9902358925                  11160850602                 6360943501                  
GPU 1           215.613           0.218        0.048        0.081        63551711                    749184279                   18939942129                 18940320011                 
GPU 2           199.010           0.218        0.022        0.083        80689091                    121784107                   26332337265                 26331178038                 
GPU 3           173.061           0.217        0.021        0.071        8856767713                  6458419228                  11428462888                 13308923106                 
GPU 4           195.094           0.217        0.057        0.074        2458719728                  9112322284                  12922391578                 2953951504                  
GPU 5           210.621           0.204        0.034        0.078        65587982                    793912292                   15503774050                 15505747050                 
GPU 6           208.866           0.212        0.051        0.079        42851630                    826663416                   20052500699                 20051547297                 
GPU 7           195.516           0.208        0.066        0.070        9143452715                  7731710428                  14042570177                 14305732872                 
GPU 0           172.339           0.182        0.019        0.071        2243155764                  8735130765                  8509338330                  2740338015                  
GPU 1           189.504           0.187        0.020        0.073        58830811                    1274403300                  11950729937                 11950352043                 
GPU 2           182.185           0.183        0.016        0.072        77391867                    998343562                   9209758464                  9209758941                  
GPU 3           167.684           0.189        0.016        0.078        8922314930                  1546287854                  1075086907                  8176481081                  
GPU 4           172.704           0.197        0.021        0.077        1414361402                  9836561970                  9439388961                  1075167042                  
GPU 5           188.693           0.192        0.017        0.076        84805156                    1085635514                  9821310928                  9819409788                  
GPU 6           188.589           0.183        0.020        0.072        67871585                    1042930985                  12021775951                 12021632692                 
GPU 7           173.139           0.182        0.015        0.070        8217878493                  1537503559                  3986709961                  8000210026                  
GPU 0           175.684           0.207        0.017        0.084        1089504486                  12713753758                 9580139993                  3449037                     
GPU 1           198.803           0.201        0.017        0.083        102707197                   1053028115                  9371955120                  9371954071                  
GPU 2           186.186           0.202        0.019        0.082        90620491                    963528223                   11331363095                 11331363677                 
GPU 3           174.440           0.208        0.019        0.073        8487684891                  2041260571                  1644959765                  9508153344                  
GPU 4           178.196           0.185        0.016        0.073        1846984942                  9648129390                  8171464286                  1710009340                  
GPU 5           196.766           0.206        0.018        0.083        106168840                   1322473709                  10376047135                 10378643323                 
GPU 6           193.265           0.190        0.016        0.076        85919135                    957443968                   9591314207                  9591322069                  
GPU 7           175.987           0.208        0.018        0.083        10040587131                 1977677843                  1203846191                  9730023671                  
GPU 0           176.825           0.191        0.019        0.075        1872831535                  9659024864                  8811097028                  1916666485                  
GPU 1           194.045           0.194        0.019        0.078        82601334                    1232664133                  10859933833                 10859934357                 
GPU 2           183.450           0.195        0.019        0.078        87766142                    1175633853                  10704156145                 10704029316                 
GPU 3           173.542           0.195        0.018        0.082        9670565229                  1956484843                  1853026643                  8654901061                  
GPU 4           176.206           0.203        0.019        0.080        1854500310                  10678272118                 9306304214                  1828268101                  
GPU 5           191.036           0.197        0.018        0.078        94241277                    1183609859                  10418388364                 10416371896                 
GPU 6           190.786           0.191        0.018        0.076        75507093                    1022659416                  10791522049                 10791633070                 
GPU 7           175.382           0.192        0.018        0.074        8822174149                  2049623618                  1400818548                  8855573420                  
GPU 0           171.977           0.197        0.019        0.078        1750952412                  10366082373                 9244667571                  1588382146                  
GPU 1           190.737           0.195        0.019        0.083        93540233                    1164829005                  10755261582                 10755261582                 
GPU 2           186.183           0.196        0.017        0.079        92629091                    1091841946                  9435116329                  9435125763                  
GPU 3           168.143           0.201        0.017        0.075        8623933253                  1474272704                  548029323                   8889391416                  
GPU 4           177.060           0.192        0.018        0.078        1234406767                  10587463834                 8684533591                  604100707                   
GPU 5           190.906           0.201        0.018        0.080        104651317                   1327598712                  10179803158                 10179510813                 
GPU 6           192.488           0.196        0.018        0.078        88793593                    1104925068                  9312247464                  9312138709                  
GPU 7           177.331           0.194        0.016        0.076        9384619179                  1492771864                  1892681397                  8796053363                  
GPU 0           177.753           0.189        0.016        0.075        1310509438                  10692554207                 8485401077                  724187358                   
GPU 1           199.753           0.185        0.017        0.079        58147950                    736439029                   9236366247                  9236265714                  
GPU 2           181.293           0.191        0.016        0.077        91881831                    1203004694                  8904419710                  8904268786                  
GPU 3           175.678           0.194        0.016        0.079        9544298402                  1324476410                  391976663                   8442108299                  
GPU 4           173.224           0.196        0.017        0.074        1342174277                  10218235470                 8479438245                  854181303                   
GPU 5           190.516           0.198        0.017        0.079        102931741                   1278793613                  9338604866                  9338867966                  
GPU 6           188.209           0.192        0.016        0.073        63608445                    786434441                   13164168657                 13168075031                 
GPU 7           172.859           0.195        0.015        0.077        9187405079                  1422306079                  647801098                   8540204523                  
GPU 0           173.601           0.179        0.023        0.070        3432777231                  9785332163                  9919502908                  4749875693                  
GPU 1           196.954           0.203        0.023        0.073        93469169                    1164252431                  14696767577                 14697785951                 
GPU 2           187.945           0.190        0.024        0.074        55107732                    1153727413                  14695725574                 14695854683                 
GPU 3           172.108           0.193        0.024        0.076        9131945234                  3507994586                  5014203820                  9986881705                  
GPU 4           178.934           0.186        0.016        0.075        3559908332                  9430982537                  10301546036                 5026987028                  
GPU 5           194.296           0.188        0.023        0.074        57353137                    740872307                   14388628642                 14388629118                 
GPU 6           194.543           0.182        0.021        0.077        80358843                    971261691                   11947655885                 11944270605                 
GPU 7           178.174           0.188        0.023        0.074        8943162999                  3210965474                  491924520                   10157324532                 
GPU 0           173.601           0.199        0.023        0.077        3432777231                  10468873440                 9217915903                  1357006536                  
GPU 1           196.954           0.203        0.018        0.081        58378665                    1164252431                  10695287984                 10694989240                 
GPU 2           182.692           0.190        0.024        0.074        55107732                    690895971                   11164573618                 11164573618                 
GPU 3           172.108           0.193        0.024        0.073        8485006739                  1917392902                  1913163370                  8941617653                  
GPU 4           174.893           0.194        0.024        0.075        3559908332                  9430982537                  8988394884                  5026987028                  
GPU 5           190.200           0.197        0.017        0.075        92304533                    740872307                   11308480486                 11308481651                 
GPU 6           190.155           0.194        0.019        0.077        80358843                    971261691                   10544510412                 10544684944                 
GPU 7           176.106           0.188        0.015        0.070        8943162999                  2054224986                  4440027284                  8821920866                  
GPU 0           167.413           0.175        0.015        0.064        1373567354                  8151987285                  7874300712                  2346153822                  
GPU 1           194.549           0.214        0.015        0.067        110518654                   739128607                   10082635780                 10082334174                 
GPU 2           178.128           0.193        0.015        0.069        74587443                    915340706                   10285508551                 10289843117                 
GPU 3           164.917           0.193        0.016        0.072        8897844942                  1932653052                  1884628461                  8638604219                  
GPU 4           172.441           0.195        0.016        0.073        1819118231                  10246500450                 8677312669                  1722437892                  
GPU 5           184.790           0.188        0.015        0.070        79573211                    991613668                   9971685547                  9971684237                  
GPU 6           185.395           0.180        0.015        0.068        86471484                    740813210                   10748728839                 10748556420                 
GPU 7           171.241           0.185        0.014        0.068        8323999522                  1909718639                  1898008376                  8414205092                  
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           170.778           0.206        0.015        0.079        1300230756                  12055633535                 9811982124                  629937960                   
GPU 1           187.814           0.193        0.016        0.085        90169336                    1368606085                  10690376851                 10690068784                 
GPU 2           179.520           0.184        0.014        0.076        87604953                    1127827825                  9651960357                  9647751281                  
GPU 3           167.137           0.201        0.015        0.071        8586212899                  1444245936                  574284641                   9008757964                  
GPU 4           172.356           0.190        0.015        0.071        1870290223                  9769999755                  9086149567                  1884752449                  
GPU 5           187.971           0.204        0.015        0.078        103092659                   1299965747                  10087781489                 10087654540                 
GPU 6           188.967           0.199        0.015        0.077        79730271                    1043322478                  9285201301                  9285095048                  
GPU 7           171.131           0.195        0.013        0.073        9516433095                  1437798180                  638081914                   8911053980                  
GPU 0           169.793           0.190        0.014        0.072        1683686475                  10644068123                 8664025494                  710176487                   
GPU 1           193.566           0.202        0.014        0.075        93562809                    1124632744                  9273768565                  9273769041                  
GPU 2           179.565           0.196        0.014        0.075        85565461                    1077904377                  9520046863                  9520046863                  
GPU 3           167.576           0.196        0.014        0.076        9658000900                  1886891911                  1558408710                  8905299465                  
GPU 4           171.435           0.199        0.014        0.076        1236281424                  11157866554                 8788529345                  522751956                   
GPU 5           185.357           0.196        0.014        0.075        99173168                    1235727621                  9209809832                  9209924077                  
GPU 6           187.505           0.188        0.013        0.072        87188058                    1001374550                  10953850043                 10959651322                 
GPU 7           171.411           0.196        0.013        0.073        9373704486                  1424438323                  705009590                   8815600907                  
GPU 0           172.709           0.198        0.016        0.075        2554505615                  10622345320                 9380339184                  1423210315                  
GPU 1           198.989           0.195        0.017        0.078        79998037                    1190885060                  10928143652                 10928005630                 
GPU 2           184.639           0.196        0.020        0.078        79538805                    1020899741                  13673933436                 13673824809                 
GPU 3           172.055           0.204        0.018        0.077        9733484472                  2354018801                  2444995851                  9939917602                  
GPU 4           176.783           0.197        0.018        0.071        2323579008                  9957544318                  9584396087                  2635642578                  
GPU 5           192.417           0.202        0.019        0.077        82052203                    1048064437                  13074558677                 13076681314                 
GPU 6           192.895           0.189        0.019        0.075        71077395                    861382974                   12626657896                 12621550764                 
GPU 7           175.531           0.200        0.019        0.076        9809380746                  2769493249                  3275952110                  10394008074                 
GPU 0           167.231           0.190        0.019        0.073        1955650330                  9627089383                  9504106616                  3160347663                  
GPU 1           187.341           0.183        0.019        0.076        77533182                    978710965                   12664176185                 12664298831                 
GPU 2           176.831           0.202        0.014        0.072        84537784                    1045455828                  8964990648                  8965002297                  
GPU 3           164.453           0.192        0.014        0.072        8406429302                  1656151551                  1168787454                  8140150785                  
GPU 4           167.711           0.185        0.014        0.075        1471869426                  10316006694                 8073085904                  1223462405                  
GPU 5           181.928           0.201        0.016        0.077        93742544                    1151220475                  10411264050                 10409141959                 
GPU 6           183.026           0.181        0.014        0.074        65096363                    802017599                   9212333612                  9212575234                  
GPU 7           168.310           0.188        0.013        0.070        8495262122                  1482741626                  881489155                   8093687284                  
GPU 0           173.799           0.179        0.016        0.067        2930857328                  8425531135                  8093271083                  2258411392                  
GPU 1           191.966           0.188        0.015        0.071        75617935                    985486860                   9241539030                  9241414810                  
GPU 2           183.026           0.188        0.017        0.072        80475692                    965888248                   11651811193                 11651902475                 
GPU 3           172.249           0.190        0.017        0.072        8922414492                  2361529074                  2611618939                  9278994593                  
GPU 4           178.477           0.191        0.020        0.071        2904917915                  9359414886                  10176270326                 3693298391                  
GPU 5           192.603           0.177        0.017        0.066        66610429                    832566426                   11430967120                 11430967120                 
GPU 6           191.025           0.187        0.019        0.070        87822434                    1039176063                  13793443630                 13793203584                 
GPU 7           175.307           0.186        0.017        0.071        8584600126                  2441951356                  2776498170                  9052388174                  
GPU 0           174.533           0.212        0.019        0.087        2930857328                  14047146817                 8093271083                  2258411392                  
GPU 1           191.966           0.188        0.016        0.088        75617935                    1675059483                  9241539030                  9241414810                  
GPU 2           184.943           0.186        0.019        0.079        78473641                    994896278                   11651811193                 11651902475                 
GPU 3           170.726           0.190        0.018        0.077        9869173754                  2361529074                  2611618939                  9278994593                  
GPU 4           178.477           0.191        0.020        0.074        1980004942                  10277578686                 10176270326                 1841166652                  
GPU 5           194.725           0.177        0.017        0.066        66610429                    1277414984                  11430967120                 11430967120                 
GPU 6           191.025           0.203        0.019        0.073        87822434                    1272624193                  13793443630                 13793203584                 
GPU 7           179.703           0.186        0.017        0.071        9580676808                  2441951356                  3088199087                  9052388174                  
GPU 0           177.852           0.202        0.016        0.086        843569543                   9899937008                  7219189390                  4735958                     
GPU 1           188.351           0.219        0.014        0.091        161215900                   2035172242                  7934679615                  7934660397                  
GPU 2           175.983           0.202        0.016        0.088        124752939                   1541434131                  10589775536                 10589701639                 
GPU 3           177.425           0.218        0.016        0.091        11009850367                 1857480851                  544746374                   10198907218                 
GPU 4           172.666           0.227        0.016        0.078        1115255157                  11349095636                 10019270627                 4237423                     
GPU 5           187.970           0.201        0.013        0.085        172417861                   2163651740                  6787828411                  6787820550                  
GPU 6           186.051           0.223        0.015        0.082        163929923                   2029283535                  8954151236                  8954243833                  
GPU 7           171.390           0.211        0.015        0.086        11057275722                 1801473412                  544544699                   10244410034                 
