#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 4           71.599            0.000        0.000        0.000        504679                      307629                      
GPU 5           72.754            0.000        0.000        0.000        514087                      306041                      
GPU 6           72.496            0.000        0.000        0.000        499469                      302931                      
GPU 7           72.257            0.000        0.000        0.000        501023                      304492                      
GPU 0           96.993            0.000        0.000        0.000        429766                      226413                      
GPU 1           71.021            0.000        0.000        0.000        459574                      254678                      
GPU 2           70.114            0.000        0.000        0.000        501026                      303445                      
GPU 3           70.004            0.000        0.000        0.000        459600                      254693                      
GPU 4           71.600            0.000        0.000        0.000        439176                      244744                      
GPU 5           72.708            0.000        0.000        0.000        455407                      248928                      
GPU 6           72.454            0.000        0.000        0.000        497362                      298207                      
GPU 7           72.222            0.000        0.000        0.000        242643                      64984                       
GPU 0           96.907            0.000        0.000        0.000        283987                      89580                       
GPU 1           71.064            0.000        0.000        0.000        264113                      63932                       
GPU 2           70.109            0.000        0.000        0.000        198625                      13626                       
GPU 3           69.977            0.000        0.000        0.000        263592                      64980                       
GPU 4           71.572            0.000        0.000        0.000        251555                      62888                       
GPU 5           72.741            0.000        0.000        0.000        260977                      61313                       
GPU 6           72.440            0.000        0.000        0.000        198637                      19916                       
GPU 7           72.301            0.000        0.000        0.000        460150                      252611                      
GPU 0           96.943            0.000        0.000        0.000        461761                      240577                      
GPU 1           71.079            0.000        0.000        0.000        508319                      300799                      
GPU 2           70.084            0.000        0.000        0.000        509931                      311828                      
GPU 3           69.979            0.000        0.000        0.000        521438                      311291                      
GPU 4           71.584            0.000        0.000        0.000        511504                      309208                      
GPU 5           72.689            0.000        0.000        0.000        504433                      295955                      
GPU 6           72.498            0.000        0.000        0.000        499461                      294016                      
GPU 7           72.275            0.000        0.000        0.000        505216                      305540                      
GPU 0           96.892            0.000        0.000        0.000        491124                      274652                      
GPU 1           71.102            0.000        0.000        0.000        508836                      301843                      
GPU 2           70.071            0.000        0.000        0.000        499443                      302391                      
GPU 3           69.984            0.000        0.000        0.000        508854                      301329                      
GPU 4           71.605            0.000        0.000        0.000        497357                      299252                      
GPU 5           72.727            0.000        0.000        0.000        502025                      295555                      
GPU 6           72.443            0.000        0.000        0.000        493182                      295070                      
GPU 7           72.197            0.000        0.000        0.000        498385                      298716                      
GPU 0           96.956            0.000        0.000        0.000        492172                      278321                      
GPU 1           71.095            0.000        0.000        0.000        507789                      304464                      
GPU 2           70.170            0.000        0.000        0.000        496316                      300829                      
GPU 3           69.964            0.000        0.000        0.000        513576                      306049                      
GPU 4           71.596            0.000        0.000        0.000        489487                      292958                      
GPU 5           72.752            0.000        0.000        0.000        506226                      296608                      
GPU 6           72.507            0.000        0.000        0.000        495123                      305457                      
GPU 7           72.271            0.000        0.000        0.000        514123                      297677                      
GPU 0           97.012            0.000        0.000        0.000        492164                      276220                      
GPU 1           71.110            0.000        0.000        0.000        507783                      300268                      
GPU 2           70.097            0.000        0.000        0.000        502003                      306547                      
GPU 3           69.981            0.000        0.000        0.000        518090                      312740                      
GPU 4           71.604            0.000        0.000        0.000        497358                      298729                      
GPU 5           72.716            0.000        0.000        0.000        504139                      301854                      
GPU 6           72.516            0.000        0.000        0.000        498419                      302405                      
GPU 7           72.272            0.000        0.000        0.000        495766                      297669                      
GPU 0           97.036            0.000        0.000        0.000        492693                      276747                      
GPU 1           71.111            0.000        0.000        0.000        509894                      302373                      
GPU 2           70.167            0.000        0.000        0.000        487385                      295575                      
GPU 3           70.007            0.000        0.000        0.000        511994                      303947                      
GPU 4           71.567            0.000        0.000        0.000        497344                      298721                      
GPU 5           72.726            0.000        0.000        0.000        507813                      298713                      
GPU 6           72.471            0.000        0.000        0.000        494231                      296643                      
GPU 7           72.285            0.000        0.000        0.000        497362                      299256                      
GPU 0           96.923            0.000        0.000        0.000        491123                      275699                      
GPU 1           71.094            0.000        0.000        0.000        444911                      239487                      
GPU 2           70.153            0.000        0.000        0.000        429136                      244697                      
GPU 3           70.000            0.000        0.000        0.000        445975                      238971                      
GPU 4           71.615            0.000        0.000        0.000        435414                      245739                      
GPU 5           72.705            0.000        0.000        0.000        447016                      238967                      
GPU 6           72.537            0.000        0.000        0.000        498410                      298207                      
GPU 7           72.260            0.000        0.000        0.000        497878                      298203                      
GPU 0           96.929            0.000        0.000        0.000        238411                      45062                       
GPU 1           71.122            0.000        0.000        0.000        271967                      73887                       
GPU 2           70.183            0.000        0.000        0.000        263611                      73895                       
GPU 3           69.966            0.000        0.000        0.000        272502                      74414                       
GPU 4           71.626            0.000        0.000        0.000        259424                      72324                       
GPU 5           72.692            0.000        0.000        0.000        270938                      72844                       
GPU 6           72.560            0.000        0.000        0.000        197065                      12578                       
GPU 7           72.262            0.000        0.000        0.000        197054                      13101                       
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 0           96.941            0.000        0.000        0.000        461761                      242673                      
GPU 1           71.130            0.000        0.000        0.000        521424                      311806                      
GPU 2           70.091            0.000        0.000        0.000        503122                      306066                      
GPU 3           69.936            0.000        0.000        0.000        520915                      311815                      
GPU 4           71.574            0.000        0.000        0.000        503104                      303435                      
GPU 5           72.749            0.000        0.000        0.000        503609                      295038                      
GPU 6           72.441            0.000        0.000        0.000        493182                      295594                      
GPU 7           72.274            0.000        0.000        0.000        491584                      294531                      
GPU 0           96.810            0.000        0.000        0.000        492692                      276746                      
GPU 1           71.114            0.000        0.000        0.000        507036                      300136                      
GPU 2           70.156            0.000        0.000        0.000        506261                      309207                      
GPU 3           69.978            0.000        0.000        0.000        512527                      303952                      
GPU 4           71.636            0.000        0.000        0.000        498407                      299778                      
GPU 5           72.689            0.000        0.000        0.000        506243                      296618                      
GPU 6           72.528            0.000        0.000        0.000        499460                      301353                      
GPU 7           72.273            0.000        0.000        0.000        492080                      295562                      
GPU 0           96.885            0.000        0.000        0.000        493748                      277275                      
GPU 1           71.091            0.000        0.000        0.000        521859                      315421                      
GPU 2           70.116            0.000        0.000        0.000        498392                      302389                      
GPU 3           69.980            0.000        0.000        0.000        507802                      299755                      
GPU 4           71.574            0.000        0.000        0.000        493671                      296098                      
GPU 5           72.760            0.000        0.000        0.000        506037                      298069                      
GPU 6           72.493            0.000        0.000        0.000        499469                      300310                      
GPU 7           72.299            0.000        0.000        0.000        496305                      298726                      
GPU 0           96.834            0.000        0.000        0.000        493736                      279364                      
GPU 1           71.075            0.000        0.000        0.000        506746                      299750                      
GPU 2           70.089            0.000        0.000        0.000        496310                      299253                      
GPU 3           69.965            0.000        0.000        0.000        510430                      301856                      
GPU 4           71.582            0.000        0.000        0.000        495257                      297678                      
GPU 5           72.718            0.000        0.000        0.000        499400                      291360                      
GPU 6           72.479            0.000        0.000        0.000        493176                      296115                      
GPU 7           72.265            0.000        0.000        0.000        501547                      302920                      
GPU 0           96.929            0.000        0.000        0.000        491648                      275700                      
GPU 1           71.115            0.000        0.000        0.000        511466                      303945                      
GPU 2           70.135            0.000        0.000        0.000        499438                      302912                      
GPU 3           69.961            0.000        0.000        0.000        509373                      301851                      
GPU 4           71.616            0.000        0.000        0.000        502602                      303448                      
GPU 5           72.675            0.000        0.000        0.000        509283                      299701                      
GPU 6           72.482            0.000        0.000        0.000        492658                      295070                      
GPU 7           72.301            0.000        0.000        0.000        498856                      303924                      
GPU 0           96.939            0.000        0.000        0.000        493230                      276754                      
GPU 1           71.120            0.000        0.000        0.000        443867                      236345                      
GPU 2           70.199            0.000        0.000        0.000        434464                      240030                      
GPU 3           69.980            0.000        0.000        0.000        407718                      207003                      
GPU 4           71.603            0.000        0.000        0.000        242120                      64984                       
GPU 5           72.701            0.000        0.000        0.000        254695                      67080                       
GPU 6           72.512            0.000        0.000        0.000        499995                      297691                      
