#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 2           69.817            0.000        0.000        0.000        445984                      254174                      
GPU 3           69.651            0.000        0.000        0.000        210138                      13624                       
GPU 4           71.276            0.000        0.000        0.000        240595                      63841                       
GPU 5           72.317            0.000        0.000        0.000        209620                      13101                       
GPU 6           72.143            0.000        0.000        0.000        339099                      143606                      
GPU 7           71.933            0.000        0.000        0.000        198627                      22535                       
GPU 0           279.682           0.488        0.024        0.301        12755945                    81884712                    
GPU 1           70.846            0.000        0.000        0.000        510649                      306389                      
GPU 2           69.856            0.000        0.000        0.000        257850                      71799                       
GPU 3           69.699            0.000        0.000        0.000        512502                      306558                      
GPU 4           71.233            0.000        0.000        0.000        444952                      242129                      
GPU 5           72.376            0.000        0.000        0.000        504643                      300270                      
GPU 6           72.098            0.000        0.000        0.000        492123                      298208                      
GPU 7           71.768            0.000        0.000        0.000        497352                      292960                      
GPU 0           278.835           0.485        0.024        0.301        12812643                    81036342                    
GPU 1           70.818            0.000        0.000        0.000        512516                      307614                      
GPU 2           69.866            0.000        0.000        0.000        496301                      302392                      
GPU 3           69.696            0.000        0.000        0.000        506209                      301839                      
GPU 4           71.259            0.000        0.000        0.000        491576                      297670                      
GPU 5           72.182            0.000        0.000        0.000        503090                      299757                      
GPU 6           72.084            0.000        0.000        0.000        496846                      302405                      
