#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 3           300.380           0.376        0.141        0.119        6252400860                  5314507772                  9876489393                  10182167404                 
GPU 4           315.021           0.378        0.142        0.121        5906707489                  6672837035                  10065013888                 9749394868                  
GPU 5           316.814           0.384        0.145        0.122        61175480                    737458914                   19707644261                 19707643512                 
GPU 6           324.697           0.380        0.142        0.125        121666115                   1021250623                  18923903401                 18923903925                 
GPU 7           309.966           0.388        0.146        0.121        5951428154                  5584655836                  9334610175                  8983190753                  
GPU 0           302.834           0.379        0.143        0.134        6667624067                  6924447352                  11449629777                 11107124261                 
GPU 1           324.444           0.389        0.147        0.125        86188045                    1084111969                  16688035471                 16688033899                 
GPU 2           311.388           0.379        0.145        0.117        28832431                    340123213                   22813696699                 22813697747                 
GPU 3           295.766           0.399        0.151        0.126        5269399955                  7231021210                  7851549534                  8331711953                  
GPU 4           308.786           0.372        0.142        0.114        6780515901                  7018967694                  11591541106                 11299802227                 
GPU 5           311.904           0.373        0.143        0.116        11158057                    87781762                    23110795990                 23110797154                 
GPU 6           316.352           0.379        0.145        0.118        82489739                    374597361                   22808006380                 22808006380                 
GPU 7           303.789           0.396        0.150        0.125        5608877398                  5671820119                  8565591464                  12070172074                 
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           299.974           0.369        0.130        0.131        4586510185                  7843326879                  7756471556                  7188806189                  
GPU 1           324.697           0.367        0.133        0.126        196526393                   2534003798                  19020752775                 19020927118                 
GPU 2           303.675           0.365        0.123        0.138        337552516                   4258754683                  11157886425                 11157884853                 
GPU 3           290.794           0.361        0.132        0.118        6795253679                  7039599668                  10722130696                 11007327218                 
GPU 4           305.033           0.360        0.120        0.138        3349795446                  7845337188                  5610094546                  4933656119                  
GPU 5           312.784           0.365        0.124        0.137        351782724                   4390443063                  11962598346                 11962599394                 
GPU 6           311.847           0.361        0.121        0.138        33518600                    4484887604                  11125067677                 11125066628                 
GPU 7           296.665           0.365        0.138        0.114        7349460715                  7258844428                  11830751149                 5609247683                  
GPU 0           297.332           0.355        0.112        0.147        2023367598                  7204610027                  3455693832                  2615867214                  
GPU 1           313.499           0.352        0.111        0.146        405002189                   4989339911                  6080675479                  6080600947                  
GPU 2           297.352           0.356        0.112        0.147        371015170                   4714842436                  6063070608                  6063069560                  
GPU 3           283.423           0.362        0.120        0.140        3835673040                  6511204185                  4578707969                  5267829030                  
GPU 4           300.155           0.354        0.112        0.146        2020397770                  7187262431                  3446730821                  2615960512                  
GPU 5           307.602           0.357        0.113        0.148        407430833                   5086734740                  6064907118                  6064908166                  
GPU 6           307.945           0.355        0.112        0.147        359436753                   5180071159                  6061560343                  6061561391                  
GPU 7           294.642           0.365        0.122        0.139        4041479664                  7391271489                  4930919420                  3436855075                  
GPU 0           297.105           0.355        0.112        0.147        2044430597                  7464308277                  3438975860                  2606299794                  
GPU 1           318.989           0.355        0.112        0.148        362098944                   5028048057                  6045204220                  6045114165                  
GPU 2           297.200           0.354        0.111        0.147        449044033                   5606489329                  6041902813                  6041904385                  
GPU 3           285.783           0.357        0.113        0.148        2856270718                  6647776792                  2614466640                  3431894055                  
GPU 4           302.336           0.356        0.112        0.147        2078257843                  7908053636                  3436529356                  2603576078                  
GPU 5           306.150           0.359        0.114        0.149        438260364                   5413144508                  6040429794                  6040427697                  
GPU 6           308.829           0.356        0.112        0.148        413737191                   5245075522                  6042789488                  6042788964                  
GPU 7           297.349           0.358        0.113        0.147        2876208446                  6776109668                  2617799171                  3451571738                  
GPU 0           303.603           0.374        0.127        0.142        2320777334                  6480021047                  4019999463                  3270981383                  
GPU 1           323.137           0.367        0.121        0.145        257535320                   4617751884                  6789121185                  6789949310                  
GPU 2           308.512           0.372        0.126        0.141        294255376                   3759307359                  7351198415                  7351198012                  
GPU 3           297.292           0.359        0.131        0.140        3203350116                  5777360864                  3499934148                  4245046633                  
GPU 4           312.249           0.372        0.126        0.141        2352564466                  6651429456                  4048689477                  3300397964                  
GPU 5           314.933           0.379        0.130        0.142        327319381                   4145349828                  7574484421                  7574485850                  
GPU 6           315.062           0.373        0.126        0.142        423716217                   4350297195                  7347011611                  7347733967                  
GPU 7           298.963           0.359        0.127        0.141        3103635733                  5947610702                  3300000486                  4049088415                  
GPU 0           310.305           0.390        0.138        0.138        3331998144                  6828759447                  5732790121                  5061160891                  
GPU 1           332.764           0.383        0.134        0.139        219217497                   3249750523                  8879368288                  8878514528                  
GPU 2           313.838           0.394        0.140        0.140        239795521                   3048273473                  11422519170                 11422519170                 
GPU 3           298.395           0.379        0.138        0.137        4468617076                  6120225875                  6058796841                  6637361461                  
GPU 4           313.377           0.387        0.138        0.137        3827740065                  6861193711                  6540783420                  5945980264                  
GPU 5           320.013           0.391        0.137        0.141        260687420                   3245419207                  10783557280                 10783769841                 
GPU 6           321.385           0.384        0.135        0.139        344310492                   2995087818                  11760081072                 11760839481                 
GPU 7           306.744           0.375        0.140        0.136        4607610070                  6323880149                  6283794450                  6878603112                  
GPU 0           314.858           0.384        0.138        0.134        3561440845                  6534045835                  6091273930                  5517773077                  
GPU 1           322.499           0.379        0.135        0.135        275864949                   2814596123                  14207654730                 14207656303                 
GPU 2           314.705           0.399        0.149        0.131        164531512                   2085157150                  12649502208                 12649555141                 
GPU 3           304.777           0.388        0.154        0.130        3942870740                  5290520281                  5202741631                  5812165778                  
GPU 4           319.636           0.407        0.155        0.130        3406965651                  5887981992                  5841508148                  5324956005                  
GPU 5           325.306           0.389        0.142        0.133        210836087                   2646964144                  11914469151                 11914294281                 
GPU 6           328.298           0.407        0.156        0.129        237888127                   2168848536                  11947995528                 11946299036                 
GPU 7           311.647           0.391        0.154        0.130        3812933270                  5389841797                  4977965962                  5569190115                  
GPU 0           313.610           0.398        0.145        0.136        2741410736                  5692584153                  4967761935                  4285882956                  
GPU 1           323.529           0.389        0.143        0.137        249898827                   3579398625                  7586854533                  7586853485                  
GPU 2           314.492           0.395        0.142        0.137        251827991                   3209254841                  9089580131                  9089527719                  
GPU 3           301.500           0.395        0.142        0.136        3921413604                  5582568018                  5136492526                  5728453004                  
GPU 4           317.156           0.392        0.141        0.135        3349255181                  6488453006                  5793355949                  5127716269                  
GPU 5           321.116           0.407        0.151        0.136        219713469                   2748462572                  9644579469                  9644909640                  
GPU 6           328.085           0.395        0.142        0.138        224099289                   2862612624                  10863551161                 10865592982                 
GPU 7           310.363           0.400        0.144        0.137        3926089393                  5761903620                  5137717893                  5727831738                  
GPU 0           294.198           0.377        0.128        0.140        4417277374                  6749982444                  4694584645                  3993089870                  
GPU 1           319.270           0.361        0.138        0.138        238376809                   3203538425                  10490704526                 10491558349                 
GPU 2           299.252           0.372        0.125        0.142        338682149                   4286436646                  8782964796                  8782963223                  
GPU 3           284.674           0.355        0.115        0.142        3105663332                  5822729240                  3157569395                  3972914775                  
GPU 4           299.285           0.354        0.115        0.142        2256775010                  7098342770                  3873698307                  3050507119                  
GPU 5           305.911           0.369        0.122        0.143        326903112                   4084592027                  8586617165                  8587258177                  
GPU 6           309.644           0.358        0.116        0.144        360151005                   4496285763                  6399149916                  6397107513                  
GPU 7           295.270           0.359        0.117        0.142        3235788455                  6082592407                  3391292737                  4188423043                  
GPU 0           304.377           0.365        0.128        0.131        5219596952                  7171457456                  7544854365                  6992492159                  
GPU 1           322.569           0.364        0.132        0.126        310684297                   5548940856                  16823487741                 16824222969                 
GPU 2           307.217           0.368        0.132        0.128        291930908                   5135476993                  15746586907                 15746587344                 
GPU 3           288.927           0.369        0.134        0.123        6042330406                  9679777173                  9108526411                  9436467947                  
GPU 4           306.539           0.368        0.134        0.123        5580211701                  10233342110                 9227724378                  8864663617                  
GPU 5           311.784           0.368        0.130        0.132        202869485                   2575628426                  14722801902                 14721862645                 
GPU 6           317.616           0.365        0.133        0.125        270736027                   4834164196                  18479244487                 18479753606                 
GPU 7           299.974           0.371        0.136        0.123        6102094965                  10081139940                 9058015373                  9470962859                  
GPU 0           314.189           0.378        0.140        0.125        4526462255                  9775840831                  8695508796                  8300471230                  
GPU 1           335.435           0.388        0.142        0.131        138038577                   1816250783                  14813267316                 14812459089                 
GPU 2           316.146           0.400        0.150        0.128        110960177                   1388804456                  16612729665                 16616924394                 
GPU 3           298.481           0.386        0.141        0.129        5000301345                  5853433845                  7194968610                  7724144835                  
GPU 4           317.115           0.398        0.152        0.124        5395409556                  6492313835                  9198269649                  8848316989                  
GPU 5           324.276           0.383        0.143        0.127        298162945                   5641419418                  16687740096                 16687740620                 
GPU 6           324.043           0.388        0.142        0.131        144550031                   1811133862                  14743193392                 14742479585                 
GPU 7           309.770           0.390        0.142        0.130        4889792407                  5849802096                  7029458650                  7540082853                  
GPU 0           319.067           0.392        0.145        0.129        3816250139                  6285056653                  7806697958                  7320392860                  
GPU 1           343.477           0.415        0.156        0.136        152550706                   2002045041                  12811187465                 12811186416                 
GPU 2           319.808           0.400        0.147        0.133        163817178                   2084086127                  14179561371                 14176765553                 
GPU 3           305.098           0.414        0.155        0.134        4471778529                  5193156615                  6203672845                  6784531015                  
GPU 4           329.237           0.404        0.149        0.135        3871997627                  6314215552                  6684410361                  6098752736                  
GPU 5           331.354           0.400        0.150        0.131        125112358                   1580106516                  15092501175                 15092500127                 
GPU 6           333.039           0.415        0.156        0.136        152706026                   1944906164                  12854113484                 12854713521                 
GPU 7           318.562           0.421        0.159        0.134        4411425568                  5376566016                  6236155046                  6745258963                  
GPU 0           300.310           0.414        0.155        0.135        2423350390                  5860799730                  6668914920                  6085692659                  
GPU 1           316.622           0.366        0.122        0.141        351856402                   4446503360                  8135278639                  8135512925                  
GPU 2           302.141           0.350        0.147        0.138        236439574                   3052405906                  12561563156                 12562446291                 
GPU 3           289.211           0.369        0.125        0.140        3397819874                  6341291225                  3759463838                  4511624224                  
GPU 4           303.881           0.375        0.130        0.139        2822872692                  7006894085                  4809017490                  4105885335                  
GPU 5           309.150           0.413        0.155        0.136        186248219                   4957343317                  12950035408                 12950036456                 
GPU 6           311.928           0.365        0.122        0.140        351900335                   4444069692                  8158370995                  8157770922                  
GPU 7           297.288           0.370        0.124        0.140        3426965673                  6950275834                  3726932842                  4481204854                  
GPU 0           295.216           0.360        0.117        0.141        2125602596                  7341177804                  4069132596                  3316178313                  
GPU 1           314.961           0.350        0.113        0.141        362796701                   4538123053                  6456872067                  6456638316                  
GPU 2           294.328           0.366        0.112        0.141        408122281                   5125505344                  6372250064                  6371660885                  
GPU 3           281.103           0.352        0.113        0.141        2874525843                  6146652380                  2823523510                  3575454544                  
GPU 4           297.830           0.350        0.113        0.140        2117293493                  7059179002                  3631328480                  2805873470                  
GPU 5           303.539           0.353        0.114        0.143        398980527                   4593272761                  6363800124                  6364228605                  
GPU 6           306.977           0.349        0.112        0.141        397126024                   4939407023                  6454983032                  6454983556                  
GPU 7           290.261           0.352        0.113        0.141        2982954304                  6675033386                  2814179161                  3640779933                  
GPU 0           294.116           0.362        0.119        0.141        2459649138                  7026779345                  4185115513                  3431315488                  
GPU 1           313.534           0.359        0.117        0.141        344512983                   4336128426                  7652496342                  7652412883                  
GPU 2           295.464           0.345        0.121        0.140        345349379                   4424591315                  8338647801                  8344251631                  
GPU 3           279.965           0.359        0.117        0.141        3247084504                  6333793016                  3368617296                  4177224462                  
GPU 4           296.788           0.362        0.120        0.140        2584289158                  7017947842                  4429826580                  3675663099                  
GPU 5           303.349           0.362        0.119        0.141        373754582                   4633853475                  7696659627                  7695113246                  
GPU 6           306.950           0.361        0.118        0.142        352319204                   4435612454                  7619005894                  7619727911                  
GPU 7           290.218           0.364        0.120        0.141        3331156756                  6860206278                  3576828817                  4330192640                  
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           306.172           0.378        0.131        0.138        2943237616                  7003592039                  5074706467                  4326572079                  
GPU 1           326.479           0.377        0.131        0.139        318905444                   4081623003                  9350289374                  9351076107                  
GPU 2           308.142           0.379        0.108        0.142        410512505                   5120466840                  6294713780                  6289671077                  
GPU 3           292.040           0.380        0.131        0.139        3629179549                  6340000236                  4335787567                  5007350206                  
GPU 4           312.548           0.360        0.118        0.141        2635678594                  7296547528                  4460033341                  3710468378                  
GPU 5           316.042           0.382        0.133        0.140        321146418                   4021751772                  9344912123                  9344911599                  
GPU 6           317.196           0.387        0.137        0.138        309916090                   3883886810                  10137166204                 10137334566                 
GPU 7           303.782           0.370        0.124        0.140        3691920527                  6965415047                  4213062031                  4961233528                  
GPU 0           306.423           0.381        0.133        0.139        3266605025                  6822475830                  5605954084                  4938631494                  
GPU 1           327.104           0.377        0.130        0.140        286315972                   3649698612                  10140992335                 10140834620                 
GPU 2           310.951           0.389        0.131        0.139        335320837                   4255548570                  9203678951                  9203746040                  
GPU 3           295.970           0.382        0.132        0.139        3951760606                  6230182622                  4942753136                  5609264090                  
GPU 4           311.584           0.377        0.131        0.138        2769268908                  6874215853                  4775253294                  4030655771                  
GPU 5           315.832           0.383        0.133        0.140        283266085                   3522443059                  10549201369                 10550077025                 
GPU 6           320.086           0.381        0.132        0.139        310627796                   3923789015                  10574823859                 10573751594                 
GPU 7           303.117           0.392        0.140        0.137        3920957814                  6540245120                  4987916436                  5593377023                  
GPU 0           305.410           0.366        0.136        0.118        6068835473                  6706627809                  10342719222                 10059377737                 
GPU 1           322.455           0.363        0.135        0.119        67651606                    889281482                   20813113864                 20812607558                 
GPU 2           305.833           0.368        0.136        0.140        280710650                   3585996821                  10691231356                 10692678278                 
GPU 3           289.736           0.359        0.132        0.118        6281194996                  6391797715                  9775999609                  10124510546                 
GPU 4           307.205           0.385        0.135        0.138        3094673083                  7500261081                  5246352234                  4597345922                  
GPU 5           312.241           0.363        0.134        0.120        84453805                    1059400784                  19821342948                 19820467632                 
GPU 6           317.173           0.358        0.126        0.127        188763400                   2361718796                  15037162315                 15039582043                 
GPU 7           303.262           0.367        0.128        0.130        4601933853                  6120483199                  6350625784                  6917483759                  
GPU 0           304.424           0.375        0.130        0.136        3125935970                  6488798922                  5394933894                  4725422660                  
GPU 1           328.125           0.376        0.131        0.138        259831507                   3310102077                  9811586926                  9811588498                  
GPU 2           303.915           0.381        0.137        0.118        98944936                    1273656855                  21323687890                 21322309896                 
GPU 3           293.975           0.375        0.129        0.137        3926712382                  5955816952                  4921792682                  5604773034                  
GPU 4           308.928           0.353        0.127        0.120        5919444989                  6468616705                  10031175137                 9663753431                  
GPU 5           312.984           0.373        0.129        0.137        261130604                   3251476945                  10582198499                 10582199547                 
GPU 6           317.201           0.358        0.123        0.132        254860801                   3180034918                  14100022168                 14097929927                 
GPU 7           299.436           0.360        0.126        0.127        5485865265                  7192476386                  8045497878                  8495152359                  
GPU 0           302.243           0.373        0.126        0.141        2797294830                  7366147695                  4707036420                  4001920067                  
GPU 1           326.118           0.372        0.124        0.143        349520232                   4430475634                  8831985879                  8831985879                  
GPU 2           310.176           0.368        0.121        0.143        373233519                   4726233321                  8686690333                  8687325329                  
GPU 3           291.410           0.374        0.126        0.141        3464801209                  6566048843                  3954403115                  4649344331                  
GPU 4           309.754           0.381        0.133        0.139        2552833526                  7606519915                  4364406580                  3689006265                  
GPU 5           310.796           0.375        0.127        0.142        353652176                   4419287048                  8623071975                  8623070765                  
GPU 6           317.458           0.389        0.138        0.139        265956803                   3388263767                  9909205176                  9909050572                  
GPU 7           301.584           0.383        0.132        0.140        3266903988                  6094648616                  3569920860                  4319906643                  
GPU 0           308.611           0.374        0.136        0.123        6152828786                  7576534064                  10440873141                 10095555649                 
GPU 1           328.489           0.372        0.137        0.124        138655301                   1971186246                  21136454892                 21136454367                 
GPU 2           312.372           0.369        0.135        0.123        167492642                   2205185558                  21422955239                 21422109643                 
GPU 3           295.742           0.369        0.135        0.122        6642744071                  7387638660                  10287322645                 10650368135                 
GPU 4           313.121           0.373        0.126        0.141        3143725774                  7916818648                  5330406753                  4592901758                  
GPU 5           317.948           0.375        0.138        0.124        133639832                   1750245438                  20867329546                 20870083202                 
GPU 6           321.998           0.371        0.128        0.138        271672998                   3390095737                  13200140228                 13204554628                 
GPU 7           305.784           0.389        0.135        0.139        4384667022                  7065276815                  5773590452                  6370471544                  
GPU 0           308.695           0.379        0.140        0.126        5781358842                  7274688086                  9829885536                  9446891189                  
GPU 1           328.271           0.367        0.135        0.123        118498173                   1590163962                  21147306115                 21147306639                 
GPU 2           315.110           0.385        0.143        0.126        97164289                    1209922623                  20300852210                 20301584345                 
GPU 3           297.336           0.373        0.137        0.122        6506051005                  6989996892                  10232307285                 10519738664                 
GPU 4           314.256           0.375        0.139        0.122        6347282312                  7424557880                  10675050503                 10383063390                 
GPU 5           315.372           0.379        0.140        0.125        109314114                   1362731932                  20666438599                 20666213769                 
GPU 6           320.443           0.376        0.139        0.126        147936994                   1928969434                  19893133313                 19891350119                 
GPU 7           306.228           0.380        0.141        0.123        6633769731                  7478901767                  10331718294                 10660164162                 
GPU 0           312.771           0.395        0.148        0.128        4451863737                  6410704410                  7664751972                  7175884294                  
GPU 1           340.687           0.407        0.153        0.134        182898182                   2416261250                  10942076338                 10942076338                 
GPU 2           320.290           0.396        0.147        0.132        180138726                   2335032134                  12691138019                 12690405801                 
GPU 3           301.551           0.402        0.150        0.132        4145526508                  5175805866                  5606013796                  6195277744                  
GPU 4           321.004           0.363        0.134        0.120        6422101696                  5973836252                  10878491436                 10579469337                 
GPU 5           327.179           0.403        0.151        0.134        166547933                   2115766858                  11925501652                 11922973719                 
GPU 6           327.867           0.397        0.155        0.121        55508046                    741783796                   19922498528                 19920795238                 
GPU 7           315.336           0.372        0.140        0.117        6579307344                  6389234234                  10408326269                 10726087164                 
GPU 0           303.203           0.383        0.135        0.138        2400800890                  6277205520                  4150252588                  3444965663                  
GPU 1           318.301           0.368        0.125        0.140        333874672                   4253854173                  6974954762                  6974955286                  
GPU 2           303.663           0.384        0.134        0.140        312189961                   3936888660                  7444851770                  7445211259                  
GPU 3           290.148           0.375        0.129        0.139        3074818021                  6057151131                  3227332852                  3971548704                  
GPU 4           305.371           0.407        0.152        0.133        3139026292                  6377650504                  5483657327                  4831327872                  
GPU 5           312.896           0.377        0.131        0.140        343745525                   4304331490                  7229972755                  7230905159                  
GPU 6           317.479           0.379        0.132        0.139        308623109                   3933124504                  7479827594                  7479826546                  
GPU 7           297.859           0.390        0.139        0.137        3280805769                  5449959749                  3849255770                  4521769536                  
GPU 0           303.203           0.383        0.133        0.138        2400800890                  6277205520                  4150252588                  3444965663                  
GPU 1           318.301           0.368        0.125        0.140        333874672                   4253854173                  6974954762                  6974955286                  
GPU 2           303.663           0.384        0.134        0.141        334952863                   3936888660                  7444851770                  7445211259                  
GPU 3           291.041           0.375        0.127        0.139        3074818021                  6057151131                  3227332852                  3971548704                  
GPU 4           305.371           0.407        0.152        0.141        3139026292                  6377650504                  5483657327                  3869799670                  
GPU 5           312.896           0.377        0.131        0.140        343745525                   4304331490                  7229972755                  7230905159                  
GPU 6           317.479           0.379        0.132        0.143        308623109                   3933124504                  7479827594                  7479826546                  
GPU 7           297.859           0.390        0.139        0.137        3342981641                  5449959749                  3849255770                  4521769536                  
GPU 0           308.142           0.367        0.121        0.143        2800556388                  6735278346                  3599380667                  2824229276                  
GPU 1           323.395           0.376        0.130        0.140        296458835                   3822836927                  9376679096                  9376679620                  
GPU 2           307.445           0.380        0.126        0.142        317982695                   4015016960                  7682062251                  7682062251                  
GPU 3           289.895           0.375        0.129        0.140        3596467913                  6277853994                  4276422023                  4953864499                  
GPU 4           306.727           0.383        0.134        0.139        3075812823                  7197536562                  5170038168                  4503534500                  
GPU 5           313.471           0.379        0.131        0.140        315827628                   3892339287                  9249995587                  9249242927                  
GPU 6           317.445           0.379        0.130        0.141        364553992                   3976049118                  7056771131                  7056770083                  
GPU 7           303.196           0.377        0.129        0.141        3255532791                  6558241318                  4240106696                  4919201312                  
GPU 0           308.142           0.367        0.124        0.143        2103752414                  6735278346                  3599380667                  2824229276                  
GPU 1           328.256           0.379        0.130        0.140        296458835                   3822836927                  9376679096                  9376679620                  
GPU 2           307.445           0.374        0.126        0.143        341702795                   4015016960                  7682062251                  7682062251                  
GPU 3           289.895           0.378        0.122        0.140        3596467913                  6277853994                  4276422023                  4953864499                  
GPU 4           306.727           0.383        0.134        0.143        3075812823                  7424250318                  5170038168                  4503534500                  
GPU 5           313.471           0.379        0.131        0.140        315827628                   3955180388                  9249995587                  9249242927                  
GPU 6           317.445           0.379        0.130        0.143        316423981                   3976049118                  7056771131                  7056770083                  
GPU 7           303.196           0.380        0.129        0.141        3590664338                  6558241318                  4240106696                  4919201312                  
GPU 0           306.298           0.372        0.135        0.143        2808985878                  7001619829                  4826525465                  4074652295                  
GPU 1           324.369           0.371        0.123        0.145        343566585                   3968120129                  7547114661                  7547403422                  
GPU 2           304.604           0.376        0.124        0.145        399533181                   4325699957                  8791815418                  8792709924                  
GPU 3           295.951           0.370        0.132        0.143        3184943698                  6109609479                  3396702969                  4149732494                  
GPU 4           307.758           0.368        0.122        0.144        2242616685                  7111631779                  4159171692                  2968548522                  
GPU 5           311.652           0.375        0.125        0.146        353394837                   4399090978                  7547795727                  7547795203                  
GPU 6           317.935           0.368        0.122        0.145        308729447                   4231234996                  8986798020                  8986799591                  
GPU 7           301.093           0.372        0.123        0.144        3303911612                  6752566107                  3386277293                  4214703118                  
GPU 0           303.278           0.388        0.130        0.142        2587402937                  6687698739                  4386441776                  3732317002                  
GPU 1           326.915           0.382        0.132        0.142        305749994                   2818246734                  7682053187                  7682417986                  
GPU 2           310.659           0.371        0.132        0.141        313385024                   5050605771                  6844116611                  6843579663                  
GPU 3           289.507           0.382        0.127        0.141        3193379374                  5728906718                  3484829004                  4233873993                  
GPU 4           312.344           0.368        0.122        0.135        3380044855                  7544124211                  3719535064                  5082938496                  
GPU 5           317.466           0.385        0.134        0.143        308791955                   3899537614                  7717970135                  7717971183                  
GPU 6           321.013           0.375        0.126        0.143        338815216                   4139329107                  7722667124                  7724008156                  
GPU 7           302.953           0.386        0.134        0.142        3139842007                  6114138604                  3494285956                  4168858304                  
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
