#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           313.577           0.394        0.149        0.126        6828627045                  7587596762                  8104456584                  7891513335                  
GPU 1           322.579           0.375        0.145        0.128        53143400                    3238983246                  14742332485                 14744431055                 
GPU 2           314.388           0.410        0.157        0.129        103871946                   2090218797                  17997418472                 17997419054                 
GPU 3           288.364           0.393        0.149        0.123        6126016934                  7588209146                  9838918744                  9975101139                  
GPU 4           314.969           0.396        0.151        0.124        5896334100                  7375911078                  9894001948                  9733938477                  
GPU 5           334.704           0.394        0.150        0.126        88471916                    1074389224                  21328803257                 21325609183                 
GPU 6           335.351           0.393        0.149        0.126        104376807                   994061352                   21534313683                 21533226299                 
GPU 7           308.947           0.387        0.151        0.128        4676921191                  6596712788                  7162316776                  12060585032                 
GPU 0           303.705           0.382        0.144        0.121        6714065221                  6986929043                  11526710213                 11401469566                 
GPU 1           320.920           0.369        0.140        0.122        68242947                    735901784                   22908512979                 22907925180                 
GPU 2           311.825           0.367        0.136        0.118        50437444                    628610040                   23812553707                 23812552658                 
GPU 3           289.855           0.372        0.137        0.119        6998423681                  7038710150                  11407492471                 11570391481                 
GPU 4           306.933           0.373        0.139        0.119        6902225001                  7297481567                  11618578481                 11479579800                 
GPU 5           322.360           0.398        0.151        0.126        99990656                    2063785808                  21987880335                 21987880335                 
GPU 6           324.255           0.387        0.146        0.125        99005133                    2148090807                  21445311452                 21445311452                 
GPU 7           305.366           0.378        0.146        0.119        7217981810                  6731867070                  11977008317                 9676954373                  
GPU 0           297.673           0.370        0.140        0.117        7877488714                  7051497448                  11337884134                 11192543477                 
GPU 1           324.025           0.346        0.139        0.119        12920664                    1015552290                  21517293763                 21516044014                 
GPU 2           304.299           0.354        0.139        0.117        54525953                    762756929                   22620870517                 22620870517                 
GPU 3           285.302           0.355        0.133        0.111        7051473405                  6914954642                  11636297097                 11713135744                 
GPU 4           299.022           0.354        0.134        0.111        6927362390                  7073474813                  11654160064                 11562652180                 
GPU 5           316.757           0.382        0.143        0.123        70142586                    369702459                   24661683826                 24666826105                 
GPU 6           310.234           0.383        0.144        0.124        20834880                    1292230418                  25393740135                 25397922834                 
GPU 7           295.615           0.351        0.140        0.120        5952715332                  6668170414                  9505378976                  13340455981                 
GPU 0           299.037           0.349        0.132        0.108        2951857618                  7507936499                  13257393790                 13223935823                 
GPU 1           306.891           0.337        0.131        0.111        223541690                   125009349                   26629732690                 26632206566                 
GPU 2           303.726           0.347        0.134        0.111        20997493                    256926449                   26448218776                 26450901705                 
GPU 3           286.758           0.354        0.133        0.110        7644711923                  7307207647                  12678894205                 12763226380                 
GPU 4           302.328           0.354        0.134        0.110        7611105005                  7403479837                  12831988797                 12755906887                 
GPU 5           314.439           0.358        0.136        0.113        30208103                    769067387                   23580702620                 23572989724                 
GPU 6           312.712           0.340        0.127        0.110        130432111                   230675125                   17080123841                 17073072341                 
GPU 7           296.879           0.341        0.133        0.109        7951320213                  7333671411                  13299779308                 5874513823                  
GPU 0           286.718           0.344        0.114        0.126        7299139740                  6819525354                  5429142923                  4409438402                  
GPU 1           325.570           0.366        0.111        0.124        56004511                    3161452906                  10730084495                 10727169281                 
GPU 2           292.829           0.372        0.115        0.127        237621087                   3321200124                  9763407178                  9761360930                  
GPU 3           270.860           0.348        0.115        0.127        3965180999                  5457553897                  4445424580                  5451891819                  
GPU 4           291.179           0.351        0.117        0.128        3025551675                  7626441625                  5409417076                  4422051410                  
GPU 5           302.359           0.364        0.136        0.115        60836425                    2347192725                  13857104955                 13857811244                 
GPU 6           302.370           0.354        0.126        0.120        140993029                   1574333358                  18121128490                 18122262801                 
GPU 7           283.536           0.372        0.114        0.123        3927304769                  5997989497                  5406887541                  12126078418                 
GPU 0           295.302           0.370        0.140        0.115        2020167635                  7593769459                  12331161866                 12170220281                 
GPU 1           311.712           0.345        0.137        0.118        355280431                   876035731                   23965812109                 23966007055                 
GPU 2           305.201           0.348        0.141        0.118        69000952                    895478807                   24343350629                 24342713823                 
GPU 3           280.358           0.350        0.127        0.116        6853166523                  7228273907                  10928910970                 11178446580                 
GPU 4           297.232           0.352        0.129        0.116        6656829718                  7569574576                  11260941790                 10997415478                 
GPU 5           311.494           0.342        0.116        0.124        165574789                   2042371988                  18487577185                 18486520500                 
GPU 6           311.294           0.345        0.121        0.121        257249212                   2202758012                  12064044129                 12062074068                 
GPU 7           293.624           0.352        0.139        0.117        7598739065                  6984344770                  11423663530                 4352115605                  
GPU 0           291.692           0.345        0.108        0.142        2024233924                  6896677682                  3511173918                  2652605791                  
GPU 1           317.705           0.353        0.109        0.140        398676195                   4537267092                  7368935694                  7368934122                  
GPU 2           292.058           0.356        0.108        0.143        385190258                   4871261330                  6140967328                  6141626157                  
GPU 3           279.299           0.350        0.109        0.144        2920785458                  6495565639                  2625534380                  3498841774                  
GPU 4           295.290           0.347        0.108        0.143        2060429212                  7592712088                  3521759184                  2628340956                  
GPU 5           308.373           0.350        0.110        0.145        421486418                   5233247653                  6093873677                  6093873274                  
GPU 6           310.947           0.353        0.111        0.134        411118592                   5132867831                  6065907874                  6065907874                  
GPU 7           291.815           0.358        0.113        0.140        3372430868                  6663891758                  3525810068                  3433625149                  
GPU 0           295.512           0.356        0.112        0.147        2024233924                  7306652301                  3427824723                  2596250198                  
GPU 1           317.705           0.353        0.111        0.147        377507330                   4955753073                  6033877026                  6033878075                  
GPU 2           297.163           0.356        0.112        0.147        442672403                   5535723490                  6023979899                  6023322276                  
GPU 3           280.015           0.350        0.112        0.147        2831325062                  6069060216                  2592853327                  3431900977                  
GPU 4           299.070           0.355        0.112        0.147        2095636810                  8163369801                  3358751051                  2603574709                  
GPU 5           309.738           0.355        0.113        0.148        374315414                   5233247653                  6026465803                  6027405056                  
GPU 6           310.471           0.354        0.112        0.146        411118592                   4714016182                  6026410364                  6026409840                  
GPU 7           294.636           0.358        0.113        0.147        2901708885                  6982969655                  2602950438                  3434557214                  
GPU 0           296.253           0.355        0.113        0.147        2037994652                  7178353943                  3423984759                  2610572169                  
GPU 1           319.764           0.354        0.112        0.147        422249223                   4720638216                  6033579700                  6033579297                  
GPU 2           295.481           0.357        0.113        0.148        415979715                   5245061167                  6034983121                  6034982718                  
GPU 3           282.081           0.354        0.112        0.147        2871692039                  6516744063                  2609533527                  3442089597                  
GPU 4           300.113           0.354        0.112        0.147        2063197309                  7810190897                  3483877527                  2601324901                  
GPU 5           309.278           0.353        0.112        0.147        430053698                   4683378450                  6045209392                  6044269097                  
GPU 6           311.354           0.355        0.113        0.148        415787670                   5166473239                  6044198466                  6044198990                  
GPU 7           294.376           0.359        0.114        0.148        2850880201                  6503067126                  2608078638                  3440792905                  
GPU 0           295.832           0.355        0.112        0.147        2002922600                  7406145840                  3453437562                  2612397850                  
GPU 1           320.294           0.355        0.112        0.148        350238186                   5281248345                  6074939620                  6074941049                  
GPU 2           295.572           0.354        0.111        0.147        447167481                   5640425423                  6066651207                  6066803205                  
GPU 3           280.973           0.353        0.111        0.146        2867535731                  6470863757                  2618039636                  3448732380                  
GPU 4           297.743           0.353        0.112        0.147        2092540029                  8040782248                  3450345567                  2618776202                  
GPU 5           308.083           0.355        0.112        0.148        381006173                   5317030973                  6055168275                  6055839543                  
GPU 6           311.142           0.351        0.111        0.148        379558521                   4783309985                  6112953741                  6112953304                  
GPU 7           294.568           0.359        0.113        0.148        2950326941                  6164927622                  2600824498                  3446187795                  
GPU 0           298.802           0.357        0.113        0.148        2409437646                  6908387918                  3450380912                  2618801836                  
GPU 1           326.329           0.359        0.112        0.148        382427423                   4392881014                  6655008576                  6655007528                  
GPU 2           297.254           0.356        0.112        0.148        394363362                   4964966027                  6059127019                  6058977125                  
GPU 3           284.020           0.359        0.114        0.149        2837854288                  6109136808                  2612339468                  3444893542                  
GPU 4           302.715           0.357        0.113        0.148        2070373195                  7764308761                  3443314787                  2613021282                  
GPU 5           312.545           0.358        0.114        0.149        428585822                   4776844889                  6049230741                  6048186587                  
GPU 6           314.572           0.358        0.114        0.146        391746434                   4869184537                  6020427681                  6027045821                  
GPU 7           294.070           0.359        0.114        0.149        2832811714                  7362293746                  2627146346                  3436942365                  
GPU 0           305.403           0.371        0.122        0.147        2128848914                  7181652027                  4075850493                  3321904831                  
GPU 1           323.709           0.369        0.115        0.147        363552644                   4792021180                  7192938935                  7193874972                  
GPU 2           304.379           0.373        0.124        0.146        382032904                   4848082450                  7839902625                  7839900528                  
GPU 3           291.045           0.372        0.123        0.146        3256150742                  6638566571                  3455245953                  4208606759                  
GPU 4           306.465           0.370        0.123        0.145        2544871609                  7395483909                  4295154178                  3542126965                  
GPU 5           318.418           0.375        0.125        0.148        352614361                   5320819622                  7821066555                  7821066555                  
GPU 6           321.233           0.369        0.122        0.149        364619504                   4583264477                  7540871621                  7537163320                  
GPU 7           301.619           0.377        0.126        0.147        2935031561                  6486248089                  2598766919                  4287960656                  
GPU 0           304.406           0.365        0.138        0.150        2638329638                  7171871618                  3639875572                  2810108658                  
GPU 1           333.174           0.386        0.121        0.148        273434705                   4598359343                  8287659010                  8286722906                  
GPU 2           302.436           0.400        0.114        0.140        207420322                   5408504497                  6003568156                  6003880523                  
GPU 3           302.618           0.362        0.146        0.150        2822287645                  5984265848                  2588320521                  3426208757                  
GPU 4           308.714           0.360        0.115        0.139        2094874009                  6166389480                  3417645668                  5047803912                  
GPU 5           322.618           0.377        0.126        0.148        309727733                   3926732300                  7554601722                  7554601722                  
GPU 6           322.363           0.363        0.116        0.137        364946228                   2111395768                  5988781675                  5988888244                  
GPU 7           301.339           0.380        0.127        0.147        3186948470                  5910755035                  3534130418                  4210664226                  
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           313.674           0.391        0.160        0.143        6037014033                  6177460741                  4579883912                  3896423334                  
GPU 1           348.628           0.404        0.134        0.144        108292145                   3598178445                  17445908848                 17445908324                 
GPU 2           315.991           0.418        0.145        0.128        32315568                    2689933597                  11090987689                 11090764562                 
GPU 3           309.623           0.404        0.157        0.140        3891414256                  5411266346                  5099303804                  5696306119                  
GPU 4           320.020           0.401        0.146        0.126        3273515881                  6387332100                  5617697591                  10296655375                 
GPU 5           325.992           0.406        0.152        0.135        148601047                   1856608559                  14379477443                 14379475871                 
GPU 6           331.234           0.407        0.152        0.129        163739871                   408653881                   12480874324                 12481637653                 
GPU 7           311.192           0.408        0.154        0.130        5398459378                  6089896092                  3458681561                  8545711128                  
GPU 0           321.931           0.414        0.152        0.126        6265149916                  6387141733                  10706402464                 10413027656                 
GPU 1           329.669           0.391        0.152        0.133        66132412                    1480936073                  21719045761                 21719988158                 
GPU 2           329.589           0.383        0.161        0.123        64456521                    485524323                   22777188198                 22776449263                 
GPU 3           290.750           0.409        0.137        0.126        6492061006                  6042112317                  10303782350                 10615170342                 
GPU 4           327.038           0.410        0.159        0.119        6176706119                  7455063247                  10630872023                 11379827194                 
GPU 5           333.829           0.420        0.163        0.130        37831035                    553706074                   20299103851                 20301209885                 
GPU 6           336.727           0.415        0.160        0.119        29006227                    1131915839                  20800021383                 20798241940                 
GPU 7           319.360           0.416        0.159        0.129        6102479739                  5982859929                  8145815232                  9867063456                  
GPU 0           295.929           0.400        0.130        0.125        7886365879                  6772514574                  13284064911                 13181659457                 
GPU 1           329.660           0.370        0.148        0.125        105097804                   990222299                   20763733646                 20763007746                 
GPU 2           303.729           0.378        0.143        0.118        71598230                    870850521                   21004389397                 21005332306                 
GPU 3           294.221           0.372        0.142        0.119        7096858723                  7296294316                  11438390706                 11624316648                 
GPU 4           301.670           0.371        0.138        0.117        6858617981                  7018992383                  11608155207                 9867553414                  
GPU 5           311.532           0.360        0.134        0.117        64822478                    871100566                   23997691259                 23996776687                 
GPU 6           317.177           0.365        0.137        0.123        81949762                    1526151967                  23277000313                 23277783687                 
GPU 7           301.350           0.344        0.129        0.107        7994752456                  7657871016                  9487853104                  13334552620                 
GPU 0           311.315           0.345        0.149        0.108        3540088984                  8129404147                  6137700307                  5543257554                  
GPU 1           340.102           0.406        0.142        0.118        176666138                   1694508434                  12540033213                 12539345048                 
GPU 2           319.503           0.408        0.146        0.137        173584737                   1060962453                  12445919374                 12444976486                 
GPU 3           305.293           0.372        0.152        0.117        6294727053                  6648035033                  9737948243                  10134705932                 
GPU 4           315.719           0.372        0.142        0.134        5985248752                  5964334385                  10234095070                 6146427771                  
GPU 5           321.138           0.394        0.149        0.127        112659646                   1554775248                  17326261472                 17327135229                 
GPU 6           328.466           0.379        0.143        0.135        109608442                   1778995708                  18865613375                 18864828747                 
GPU 7           305.502           0.401        0.151        0.129        4923446133                  6182769508                  13244826576                 7598643496                  
GPU 0           315.741           0.402        0.158        0.133        3513421727                  6199617357                  6117171807                  5546746455                  
GPU 1           321.544           0.379        0.149        0.137        307552362                   2303692400                  8023506374                  8025734995                  
GPU 2           325.417           0.385        0.135        0.138        283588113                   2245101387                  7924096489                  7922871597                  
GPU 3           288.804           0.411        0.131        0.134        4403260328                  5383330136                  6194750143                  6707931810                  
GPU 4           318.055           0.409        0.152        0.135        3167344014                  6627005396                  6657676122                  4787391049                  
GPU 5           328.829           0.415        0.156        0.134        178124016                   2235914335                  12098455026                 12097331812                 
GPU 6           332.506           0.413        0.154        0.138        140897588                   4110106924                  13248857531                 13248857531                 
GPU 7           317.266           0.419        0.158        0.133        4087896655                  4710973313                  7108324458                  6209101103                  
GPU 0           301.383           0.365        0.121        0.139        3047294689                  7320913262                  5175785478                  4462751769                  
GPU 1           322.036           0.369        0.124        0.140        307042616                   3887315594                  10227732478                 10225505450                 
GPU 2           301.575           0.368        0.123        0.139        330636754                   4180121894                  10278577865                 10281772415                 
GPU 3           287.750           0.378        0.122        0.142        3444507093                  6386172585                  4330181487                  5027337872                  
GPU 4           306.638           0.359        0.116        0.142        2506636171                  7716678748                  5469766679                  3418349170                  
GPU 5           309.736           0.370        0.123        0.144        329465777                   4221829036                  9386121618                  9385398319                  
GPU 6           318.476           0.369        0.123        0.143        325073096                   4184769018                  9595785230                  9595785230                  
GPU 7           299.649           0.371        0.123        0.140        3700201607                  7160530286                  3868761664                  5015091380                  
GPU 0           303.006           0.371        0.123        0.143        2686312080                  6896045447                  4586076311                  3872582952                  
GPU 1           323.776           0.376        0.128        0.142        321791363                   4121522460                  10453332521                 10453332045                 
GPU 2           303.888           0.376        0.126        0.142        302704245                   3839914412                  9880715490                  9879201659                  
GPU 3           287.338           0.368        0.122        0.142        3717574378                  6202069134                  3869642459                  4621623118                  
GPU 4           304.913           0.370        0.124        0.142        3006579724                  7516652091                  5083331980                  4361134022                  
GPU 5           311.056           0.372        0.124        0.144        367789202                   4143926747                  8491436985                  8491437509                  
GPU 6           319.504           0.370        0.123        0.144        356001791                   4461649294                  9269972448                  9270067834                  
GPU 7           298.890           0.372        0.123        0.143        3474693437                  6627312108                  4259705049                  4620754105                  
GPU 0           295.817           0.370        0.123        0.142        2959820896                  7607096673                  5012936469                  4259830397                  
GPU 1           316.093           0.353        0.111        0.146        417870558                   5221685523                  6067234422                  6067235005                  
GPU 2           294.676           0.354        0.111        0.146        429597630                   5405897379                  6060871038                  6060870455                  
GPU 3           282.955           0.369        0.111        0.146        2861168941                  6828396118                  4258833378                  5010989994                  
GPU 4           298.206           0.351        0.110        0.145        2047585967                  7563350661                  3456402371                  2609404092                  
GPU 5           304.622           0.354        0.111        0.146        409685815                   4570351245                  9270133203                  9270543586                  
GPU 6           313.569           0.355        0.111        0.147        425138096                   5292837890                  6055149109                  6055053710                  
GPU 7           293.245           0.372        0.112        0.143        3751416547                  7291662586                  2609234436                  5012789052                  
GPU 0           304.206           0.356        0.112        0.146        2027402211                  7244036231                  3430811192                  2613069190                  
GPU 1           319.268           0.355        0.111        0.147        380422017                   4744596985                  6057560082                  6057559606                  
GPU 2           305.620           0.358        0.113        0.145        362842102                   4591722084                  6555827738                  6555828786                  
GPU 3           291.338           0.355        0.123        0.144        3377389940                  6443610480                  2610488722                  3442110492                  
GPU 4           305.655           0.369        0.122        0.143        2669407729                  7649698031                  4454571013                  3723096743                  
GPU 5           310.444           0.373        0.124        0.145        349222493                   5129456131                  6052333279                  6052816016                  
GPU 6           320.006           0.369        0.121        0.146        341214612                   4261668006                  7702331229                  7704638865                  
GPU 7           302.534           0.357        0.125        0.146        2896709064                  6933709067                  3714766257                  3440755612                  
GPU 0           300.721           0.366        0.127        0.144        2766728494                  7206943157                  4740882553                  3986540020                  
GPU 1           316.879           0.372        0.124        0.144        360072284                   4580082370                  8411667189                  8411667189                  
GPU 2           300.333           0.367        0.120        0.144        359668384                   4566375726                  7678148375                  7678146278                  
GPU 3           290.590           0.372        0.114        0.144        2900293601                  6342277956                  3713755683                  4466752957                  
GPU 4           305.655           0.369        0.122        0.147        1998656765                  7006848365                  3451972047                  2604884881                  
GPU 5           310.444           0.373        0.124        0.145        349222493                   4347731753                  8181442102                  8180547951                  
GPU 6           320.006           0.359        0.121        0.147        439203808                   5496886292                  6534488157                  6532179854                  
GPU 7           297.700           0.375        0.125        0.145        3406500682                  6796434416                  2824515634                  4467030108                  
GPU 0           318.379           0.403        0.120        0.139        2147709942                  6334809694                  3654437528                  5338326056                  
GPU 1           329.117           0.375        0.126        0.144        324656775                   4113005592                  7316297342                  7316296818                  
GPU 2           315.060           0.383        0.132        0.141        323805623                   4080327560                  8256850794                  8257226034                  
GPU 3           301.924           0.357        0.145        0.138        3597743636                  6508240573                  2686729595                  3509605001                  
GPU 4           318.927           0.394        0.142        0.137        2816223359                  6817628680                  4779286312                  4119141499                  
GPU 5           326.068           0.404        0.146        0.140        219915361                   5018194977                  6456296198                  6456296198                  
GPU 6           331.811           0.392        0.139        0.140        269057763                   3413142998                  8724029164                  8724030737                  
GPU 7           311.378           0.367        0.149        0.137        2986707558                  6853188640                  5638148743                  3634804018                  
GPU 0           310.764           0.382        0.146        0.123        3438818055                  6760643575                  5927311322                  9180397506                  
GPU 1           338.434           0.391        0.141        0.136        211580804                   2852545367                  12717974006                 12717975578                 
GPU 2           313.451           0.384        0.140        0.129        149750423                   1943827540                  16700090441                 16701269728                 
GPU 3           295.509           0.385        0.145        0.124        6122444111                  6563055135                  4467886225                  5110659234                  
GPU 4           314.791           0.381        0.140        0.126        5282159965                  6729529281                  9028266866                  8607968689                  
GPU 5           320.405           0.386        0.147        0.124        86095247                    2836626933                  11259625745                 11259625221                 
GPU 6           320.228           0.384        0.143        0.128        140058299                   1850088916                  17179938495                 17179937747                 
GPU 7           300.537           0.408        0.143        0.122        4189591903                  5882107046                  9179787562                  6210852045                  
GPU 0           320.449           0.414        0.144        0.133        5586139614                  6055821303                  9543481662                  7312840797                  
GPU 1           342.240           0.396        0.153        0.124        87532480                    1252426342                  17855491305                 17855490781                 
GPU 2           326.790           0.417        0.162        0.130        114015025                   1498540505                  15285387894                 15283529706                 
GPU 3           308.339           0.414        0.155        0.134        4741095116                  5491891833                  9507176740                  9845297889                  
GPU 4           324.498           0.407        0.152        0.134        3826427011                  6298487570                  6570675183                  6023490103                  
GPU 5           328.424           0.418        0.159        0.135        123657402                   1122878287                  18836605512                 18836607084                 
GPU 6           335.039           0.410        0.153        0.135        124142893                   1588827164                  14527272299                 14529108103                 
GPU 7           318.148           0.382        0.157        0.133        5942059487                  6297587380                  7306527668                  9542885286                  
GPU 0           311.860           0.393        0.157        0.131        4503005230                  6941095777                  7816241500                  7190561845                  
GPU 1           337.173           0.410        0.155        0.134        131090403                   1841114044                  16354163387                 16357453048                 
GPU 2           314.505           0.406        0.153        0.132        114580259                   1518618317                  17190121972                 17190696317                 
GPU 3           296.678           0.398        0.150        0.128        5362988469                  6637753797                  6807748952                  7313345809                  
GPU 4           315.684           0.406        0.156        0.128        5342481422                  6868852412                  9089450920                  8704926360                  
GPU 5           321.580           0.393        0.144        0.133        198962686                   1621765293                  15096198271                 15096198271                 
GPU 6           323.004           0.396        0.149        0.131        183694408                   2417157714                  15646145499                 15644309650                 
GPU 7           312.109           0.417        0.147        0.130        4997886021                  5467730076                  7193673610                  7809911909                  
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           307.222           0.386        0.146        0.135        4504498171                  6330582603                  7701210373                  7190561845                  
GPU 1           322.776           0.390        0.130        0.129        247039560                   3309884414                  12360690309                 12357690903                 
GPU 2           314.505           0.397        0.143        0.137        212010502                   2756710457                  9724732419                  9724507043                  
GPU 3           296.791           0.379        0.131        0.128        4017860834                  6285714164                  7928022562                  8364303365                  
GPU 4           315.684           0.406        0.156        0.136        3580823779                  7256575209                  6120532685                  5454969960                  
GPU 5           321.580           0.393        0.144        0.133        198962686                   2550088084                  14764931336                 14764930288                 
GPU 6           323.004           0.378        0.149        0.137        281040507                   3584864645                  10732910772                 10732910247                 
GPU 7           302.175           0.397        0.147        0.130        5038542119                  6682349111                  5060306436                  7705182566                  
GPU 0           304.874           0.368        0.138        0.117        3516034200                  7817674820                  12202180013                 11995289969                 
GPU 1           327.663           0.368        0.128        0.132        165105969                   2107073469                  15816209397                 15815710825                 
GPU 2           301.835           0.372        0.133        0.128        145625395                   1820952056                  11993140990                 16868498314                 
GPU 3           293.592           0.370        0.137        0.120        6560771143                  6257970441                  5059364810                  5731958042                  
GPU 4           301.629           0.361        0.128        0.124        5226419118                  6416383957                  8904883483                  8548348854                  
GPU 5           307.844           0.365        0.123        0.140        344199438                   1962671186                  16204940578                 16204940578                 
GPU 6           314.073           0.374        0.140        0.121        52976061                    628087985                   21922590810                 21923570830                 
GPU 7           305.016           0.384        0.142        0.118        3931257955                  6835944481                  11100299292                 5657176759                  
GPU 0           302.512           0.370        0.125        0.140        2244776439                  6548398826                  3869760865                  3112600191                  
GPU 1           322.249           0.373        0.127        0.139        299006829                   3767033880                  7232046277                  7232428410                  
GPU 2           304.289           0.364        0.123        0.137        339710275                   4298730342                  7352578414                  11993859553                 
GPU 3           291.496           0.370        0.125        0.139        3239239681                  6145389896                  10458639186                 10732845771                 
GPU 4           305.327           0.361        0.122        0.137        3489640117                  7922541601                  5854221150                  5184157145                  
GPU 5           311.941           0.378        0.131        0.140        286637977                   4303599427                  10945960830                 10945961354                 
