#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 5           99.788            0.001        0.000        0.000        52190492                    1192290424                  0                           0                           
GPU 6           100.598           0.001        0.000        0.000        59477400                    1277045242                  0                           0                           
GPU 7           101.999           0.001        0.000        0.000        64391652                    1278782526                  0                           0                           
GPU 0           97.818            0.001        0.000        0.000        53489791                    1174159071                  0                           0                           
GPU 1           99.714            0.001        0.000        0.001        80357446                    1700804070                  0                           0                           
GPU 2           99.702            0.001        0.000        0.001        75492677                    1660706307                  0                           0                           
GPU 3           98.549            0.001        0.000        0.000        51276459                    1048930253                  0                           0                           
GPU 4           97.948            0.001        0.000        0.000        47536719                    996780543                   0                           0                           
GPU 5           99.752            0.001        0.000        0.000        47243887                    1008181549                  0                           0                           
GPU 6           100.874           0.001        0.000        0.001        68408709                    1425954468                  0                           0                           
GPU 7           102.309           0.001        0.000        0.001        74250299                    1556344323                  0                           0                           
GPU 0           97.865            0.001        0.000        0.000        54799792                    1126347520                  0                           0                           
GPU 1           99.804            0.001        0.000        0.001        64015016                    1402785966                  0                           0                           
GPU 2           99.569            0.001        0.000        0.001        93693951                    1990715704                  0                           0                           
GPU 3           98.619            0.001        0.000        0.000        51331225                    1122016759                  0                           0                           
GPU 4           97.945            0.001        0.000        0.000        48675591                    989306730                   0                           0                           
GPU 5           99.900            0.001        0.000        0.000        51835323                    1060117270                  0                           0                           
GPU 6           100.768           0.001        0.000        0.001        83580304                    1830768012                  0                           0                           
GPU 7           102.202           0.001        0.000        0.001        94602481                    2041484550                  0                           0                           
GPU 0           97.857            0.001        0.000        0.000        47733612                    1049993774                  0                           0                           
GPU 1           99.858            0.001        0.000        0.001        89745896                    1907536561                  0                           0                           
GPU 2           99.524            0.001        0.000        0.001        74390616                    1590963993                  0                           0                           
GPU 3           98.582            0.001        0.000        0.000        61742215                    1122016759                  0                           0                           
GPU 4           97.952            0.001        0.000        0.000        54586233                    1169706242                  0                           0                           
GPU 5           99.808            0.001        0.000        0.000        53975103                    1178364005                  0                           0                           
GPU 6           100.924           0.001        0.000        0.001        86034348                    1836037677                  0                           0                           
GPU 7           102.333           0.001        0.000        0.001        82885985                    1804316368                  0                           0                           
GPU 0           97.902            0.001        0.000        0.000        55527115                    1139795076                  0                           0                           
GPU 1           99.651            0.001        0.000        0.001        64000522                    1402657800                  0                           0                           
GPU 2           99.721            0.001        0.000        0.001        84490004                    1837235398                  0                           0                           
GPU 3           98.451            0.001        0.000        0.000        58851103                    1229076443                  0                           0                           
GPU 4           97.965            0.001        0.000        0.000        50246875                    1067318647                  0                           0                           
GPU 5           100.060           0.001        0.000        0.001        80202544                    1689570840                  0                           0                           
GPU 6           100.670           0.001        0.000        0.001        82215982                    1735521133                  0                           0                           
GPU 7           102.240           0.001        0.000        0.001        80616076                    1697883974                  0                           0                           
GPU 0           97.716            0.001        0.000        0.000        56376450                    1166042741                  0                           0                           
GPU 1           99.833            0.001        0.000        0.001        88950270                    1883636848                  0                           0                           
GPU 2           99.722            0.001        0.000        0.001        92416923                    1963250746                  0                           0                           
GPU 3           98.691            0.001        0.000        0.000        58669920                    1292059551                  0                           0                           
GPU 4           97.985            0.001        0.000        0.000        60952749                    1263664571                  0                           0                           
GPU 5           100.016           0.001        0.000        0.001        87786762                    1873143194                  0                           0                           
GPU 6           100.847           0.001        0.000        0.001        72308432                    1595927812                  0                           0                           
GPU 7           102.276           0.001        0.000        0.001        94875217                    2072606143                  0                           0                           
GPU 0           97.647            0.001        0.000        0.000        51764129                    1166042741                  0                           0                           
GPU 1           99.917            0.001        0.000        0.001        88950270                    1923651240                  0                           0                           
GPU 2           99.722            0.001        0.000        0.001        73943543                    1963250746                  0                           0                           
GPU 3           98.793            0.001        0.000        0.000        58669920                    1292059551                  0                           0                           
GPU 4           97.985            0.001        0.000        0.000        53302145                    1126150098                  0                           0                           
GPU 5           100.016           0.001        0.000        0.001        87786762                    1881509621                  0                           0                           
GPU 6           100.847           0.001        0.000        0.001        87156741                    1836950431                  0                           0                           
GPU 7           102.219           0.001        0.000        0.001        74231930                    2072606143                  0                           0                           
GPU 0           97.787            0.001        0.000        0.000        55536909                    1139833698                  0                           0                           
GPU 1           99.619            0.001        0.000        0.001        62489990                    1368538290                  0                           0                           
GPU 2           99.727            0.001        0.000        0.001        81142603                    1711560654                  0                           0                           
GPU 3           98.718            0.001        0.000        0.001        86746307                    1914750327                  0                           0                           
GPU 4           98.015            0.001        0.000        0.001        65177431                    1418021131                  0                           0                           
GPU 5           100.061           0.001        0.000        0.001        78418166                    1648216513                  0                           0                           
GPU 6           100.715           0.001        0.000        0.001        88898759                    1893060436                  0                           0                           
GPU 7           102.290           0.001        0.000        0.001        88071324                    1865878405                  0                           0                           
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           97.826            0.001        0.000        0.000        52663405                    1090156172                  0                           0                           
GPU 1           99.834            0.001        0.000        0.001        88074389                    1863839264                  0                           0                           
GPU 2           99.560            0.001        0.000        0.001        90929234                    1935569435                  0                           0                           
GPU 3           98.590            0.001        0.000        0.001        72892382                    1522010805                  0                           0                           
GPU 4           98.093            0.001        0.000        0.000        58566414                    1210449778                  0                           0                           
GPU 5           99.981            0.001        0.000        0.001        80260527                    1735189140                  0                           0                           
GPU 6           100.761           0.001        0.000        0.001        66095009                    1449420453                  0                           0                           
GPU 7           102.329           0.001        0.000        0.001        90079336                    1985494152                  0                           0                           
GPU 0           97.826            0.001        0.000        0.000        48230626                    1090156172                  0                           0                           
GPU 1           99.834            0.001        0.000        0.001        88074389                    1863839264                  0                           0                           
GPU 2           99.560            0.001        0.000        0.001        87197784                    1935569435                  0                           0                           
GPU 3           98.697            0.001        0.000        0.001        72892382                    1522010805                  0                           0                           
GPU 4           98.093            0.001        0.000        0.000        51719113                    1122384229                  0                           0                           
GPU 5           99.981            0.001        0.000        0.001        80260527                    1934824200                  0                           0                           
GPU 6           100.761           0.001        0.000        0.001        83535084                    1922939914                  0                           0                           
GPU 7           102.329           0.001        0.000        0.001        71797306                    1985494152                  0                           0                           
GPU 0           97.981            0.001        0.000        0.000        55395944                    1139683930                  0                           0                           
GPU 1           99.709            0.001        0.000        0.001        65910058                    1446899719                  0                           0                           
GPU 2           99.567            0.001        0.000        0.001        69579498                    1449270042                  0                           0                           
GPU 3           98.665            0.001        0.000        0.001        83931516                    1850563916                  0                           0                           
GPU 4           97.880            0.001        0.000        0.000        47154736                    970175626                   0                           0                           
GPU 5           99.991            0.001        0.000        0.001        74383555                    1558730699                  0                           0                           
GPU 6           100.629           0.001        0.000        0.001        70731815                    1521449952                  0                           0                           
GPU 7           102.326           0.001        0.000        0.001        95212304                    2033657345                  0                           0                           
GPU 0           97.931            0.001        0.000        0.001        74405830                    1613996898                  0                           0                           
GPU 1           99.521            0.001        0.000        0.000        60518907                    1254673009                  0                           0                           
GPU 2           99.510            0.001        0.000        0.001        91051219                    1947568640                  0                           0                           
GPU 3           98.545            0.001        0.000        0.001        72054223                    1505651661                  0                           0                           
GPU 4           97.951            0.001        0.000        0.000        51531216                    1059718045                  0                           0                           
GPU 5           99.813            0.001        0.000        0.001        82744339                    1811782139                  0                           0                           
GPU 6           100.827           0.001        0.000        0.001        82036854                    1732167688                  0                           0                           
GPU 7           102.075           0.001        0.000        0.001        88218958                    1946923955                  0                           0                           
GPU 0           97.931            0.001        0.000        0.001        82426008                    1613996898                  0                           0                           
GPU 1           99.521            0.001        0.000        0.000        60518907                    1254673009                  0                           0                           
GPU 2           99.510            0.001        0.000        0.001        82125311                    1947568640                  0                           0                           
GPU 3           98.545            0.001        0.000        0.001        72054223                    1505651661                  0                           0                           
GPU 4           97.951            0.001        0.000        0.000        51531216                    1101223425                  0                           0                           
GPU 5           99.813            0.001        0.000        0.001        82744339                    1868995501                  0                           0                           
GPU 6           100.827           0.001        0.000        0.001        82036854                    1732167688                  0                           0                           
GPU 7           102.075           0.001        0.000        0.001        74093225                    1946923955                  0                           0                           
GPU 0           97.952            0.001        0.000        0.001        80074504                    1765664396                  0                           0                           
GPU 1           99.564            0.001        0.000        0.000        53920305                    1126649451                  0                           0                           
GPU 2           99.654            0.001        0.000        0.001        71262619                    1810649897                  0                           0                           
GPU 3           98.598            0.001        0.000        0.001        81418655                    1792304347                  0                           0                           
GPU 4           97.885            0.001        0.000        0.000        50175780                    1352114235                  0                           0                           
GPU 5           100.004           0.001        0.000        0.001        87488798                    1682199947                  0                           0                           
GPU 6           100.737           0.001        0.000        0.001        85709442                    1582587862                  0                           0                           
GPU 7           102.206           0.001        0.000        0.001        96439320                    2098989011                  0                           0                           
GPU 0           97.994            0.001        0.000        0.001        75764927                    1692035709                  0                           0                           
GPU 1           99.592            0.001        0.000        0.000        61176504                    1348753592                  0                           0                           
GPU 2           99.492            0.001        0.000        0.001        88944910                    1487812701                  0                           0                           
GPU 3           98.560            0.001        0.000        0.001        86605337                    1836528389                  0                           0                           
GPU 4           98.115            0.001        0.000        0.001        64885940                    1887957288                  0                           0                           
GPU 5           99.820            0.001        0.000        0.001        79607965                    1716858866                  0                           0                           
GPU 6           100.631           0.001        0.000        0.001        74164188                    1687547225                  0                           0                           
GPU 7           102.050           0.001        0.000        0.001        74705927                    1609980187                  0                           0                           
GPU 0           97.983            0.001        0.000        0.001        78691432                    1668036437                  0                           0                           
GPU 1           99.546            0.001        0.000        0.000        47015152                    951483607                   0                           0                           
GPU 2           99.664            0.001        0.000        0.001        87387588                    1951547900                  0                           0                           
GPU 3           98.658            0.001        0.000        0.001        83817274                    1777122348                  0                           0                           
GPU 4           97.980            0.001        0.000        0.001        88911365                    1923553088                  0                           0                           
GPU 5           99.995            0.001        0.000        0.001        77876982                    1877374126                  0                           0                           
GPU 6           100.785           0.001        0.000        0.001        79984444                    1927330342                  0                           0                           
GPU 7           102.159           0.001        0.000        0.001        88371099                    1874665282                  0                           0                           
GPU 0           97.880            0.001        0.000        0.001        81565914                    1739431284                  0                           0                           
GPU 1           99.567            0.001        0.000        0.000        50633442                    889141127                   0                           0                           
GPU 2           99.439            0.001        0.000        0.001        68943609                    1865583504                  0                           0                           
GPU 3           98.628            0.001        0.000        0.001        66246166                    1453763796                  0                           0                           
GPU 4           98.145            0.001        0.000        0.001        76011335                    1594194982                  0                           0                           
GPU 5           99.846            0.001        0.000        0.001        82452190                    1792935514                  0                           0                           
GPU 6           100.614           0.001        0.000        0.001        87019011                    1689548540                  0                           0                           
GPU 7           102.062           0.001        0.000        0.001        83205372                    1813617959                  0                           0                           
GPU 0           97.876            0.001        0.000        0.001        75325162                    1658118976                  0                           0                           
GPU 1           99.355            0.000        0.000        0.000        40755109                    1051254639                  0                           0                           
GPU 2           99.629            0.001        0.000        0.001        83298647                    1441147963                  0                           0                           
GPU 3           98.554            0.001        0.000        0.001        88192994                    1869283725                  0                           0                           
GPU 4           98.055            0.001        0.000        0.001        82779525                    1822402161                  0                           0                           
GPU 5           99.829            0.001        0.000        0.001        66938742                    1424687858                  0                           0                           
GPU 6           100.619           0.001        0.000        0.001        80565615                    1460081283                  0                           0                           
GPU 7           102.162           0.001        0.000        0.001        84930650                    1829133076                  0                           0                           
GPU 0           98.086            0.001        0.000        0.001        78814924                    1656758529                  0                           0                           
GPU 1           99.563            0.001        0.000        0.000        51490044                    1886207983                  0                           0                           
GPU 2           99.610            0.001        0.000        0.001        90843439                    1838513137                  0                           0                           
GPU 3           98.496            0.001        0.000        0.001        87438249                    1889124735                  0                           0                           
GPU 4           98.093            0.001        0.000        0.001        89731184                    1905384543                  0                           0                           
GPU 5           99.971            0.001        0.000        0.001        87607593                    1856968194                  0                           0                           
GPU 6           100.714           0.001        0.000        0.001        68672349                    1881033001                  0                           0                           
GPU 7           102.225           0.001        0.000        0.001        95120890                    2025177993                  0                           0                           
GPU 0           97.885            0.001        0.000        0.001        81403954                    1733981622                  0                           0                           
GPU 1           99.724            0.001        0.000        0.001        85419258                    1797766327                  0                           0                           
GPU 2           99.596            0.001        0.000        0.001        77652967                    1636764935                  0                           0                           
GPU 3           98.625            0.001        0.000        0.001        69665800                    1500600105                  0                           0                           
GPU 4           98.094            0.001        0.000        0.001        77384139                    1630696910                  0                           0                           
GPU 5           99.840            0.001        0.000        0.001        81536735                    1767701965                  0                           0                           
GPU 6           100.589           0.001        0.000        0.001        86240244                    1874706964                  0                           0                           
GPU 7           102.128           0.001        0.000        0.001        70886120                    1543635827                  0                           0                           
GPU 0           97.871            0.001        0.000        0.001        76150130                    1676200841                  0                           0                           
GPU 1           99.466            0.001        0.000        0.001        85308705                    1700023503                  0                           0                           
GPU 2           99.632            0.001        0.000        0.001        75840192                    1669528787                  0                           0                           
GPU 3           98.608            0.001        0.000        0.001        77978404                    1638314832                  0                           0                           
GPU 4           98.009            0.001        0.000        0.001        78453208                    1728564300                  0                           0                           
GPU 5           99.912            0.001        0.000        0.001        74305431                    1601091626                  0                           0                           
GPU 6           100.694           0.001        0.000        0.001        88403268                    1463896378                  0                           0                           
GPU 7           102.153           0.001        0.000        0.001        92642791                    1983579609                  0                           0                           
GPU 0           97.832            0.001        0.000        0.001        79959315                    1728169288                  0                           0                           
GPU 1           99.712            0.001        0.000        0.001        80484741                    1482313051                  0                           0                           
GPU 2           99.534            0.001        0.000        0.001        90899791                    1569808759                  0                           0                           
GPU 3           98.475            0.001        0.000        0.001        85717787                    1918838026                  0                           0                           
GPU 4           98.108            0.001        0.000        0.001        93220114                    1980840573                  0                           0                           
GPU 5           99.807            0.001        0.000        0.001        88798372                    1883509986                  0                           0                           
GPU 6           100.681           0.001        0.000        0.001        68177388                    1773657794                  0                           0                           
GPU 7           101.932           0.001        0.000        0.001        95822078                    2041841471                  0                           0                           
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           98.013            0.001        0.000        0.001        76221186                    1678790159                  0                           0                           
GPU 1           99.507            0.001        0.000        0.001        87287884                    1848031320                  0                           0                           
GPU 2           99.625            0.001        0.000        0.001        74011905                    1836196336                  0                           0                           
GPU 3           98.564            0.001        0.000        0.001        69006292                    1443315635                  0                           0                           
GPU 4           97.957            0.001        0.000        0.001        77012978                    1707817066                  0                           0                           
GPU 5           99.860            0.001        0.000        0.001        72593749                    1548545935                  0                           0                           
GPU 6           100.654           0.001        0.000        0.001        87649545                    1859037458                  0                           0                           
GPU 7           102.216           0.001        0.000        0.001        70053303                    1984546452                  0                           0                           
GPU 0           97.999            0.001        0.000        0.001        78405619                    1652300111                  0                           0                           
GPU 1           99.704            0.001        0.000        0.001        88288436                    1883401519                  0                           0                           
GPU 2           99.470            0.001        0.000        0.001        83270316                    1944601770                  0                           0                           
GPU 3           98.605            0.001        0.000        0.001        78844948                    1738871069                  0                           0                           
GPU 4           98.191            0.001        0.000        0.001        79564809                    1972003532                  0                           0                           
GPU 5           99.903            0.001        0.000        0.001        88460920                    1875686295                  0                           0                           
GPU 6           100.710           0.001        0.000        0.001        80360092                    1768183595                  0                           0                           
GPU 7           102.098           0.001        0.000        0.001        93728964                    1937457947                  0                           0                           
GPU 0           97.858            0.001        0.000        0.000        78405619                    1332065481                  0                           0                           
GPU 1           99.704            0.001        0.000        0.001        88288436                    1499397408                  0                           0                           
GPU 2           99.543            0.001        0.000        0.001        91642592                    1566000353                  0                           0                           
GPU 3           98.510            0.001        0.000        0.001        88485154                    1738871069                  0                           0                           
GPU 4           98.191            0.001        0.000        0.001        92830198                    1972003532                  0                           0                           
GPU 5           99.659            0.001        0.000        0.001        88460920                    1875686295                  0                           0                           
GPU 6           100.710           0.001        0.000        0.001        80360092                    1502362834                  0                           0                           
GPU 7           101.958           0.001        0.000        0.001        89580707                    1937457947                  0                           0                           
GPU 0           97.682            0.001        0.000        0.000        60551961                    1217111368                  0                           0                           
GPU 1           99.646            0.001        0.000        0.001        68319839                    1639204439                  0                           0                           
GPU 2           99.625            0.001        0.000        0.001        71422786                    1750859635                  0                           0                           
GPU 3           98.410            0.001        0.000        0.001        73834143                    1559535026                  0                           0                           
GPU 4           98.006            0.001        0.000        0.001        69384328                    1503918041                  0                           0                           
GPU 5           99.913            0.001        0.000        0.001        78505959                    1709435026                  0                           0                           
GPU 6           100.573           0.001        0.000        0.001        71738944                    1776005977                  0                           0                           
GPU 7           102.121           0.001        0.000        0.001        71744276                    1545735887                  0                           0                           
GPU 0           97.804            0.001        0.000        0.000        59356472                    1183754505                  0                           0                           
GPU 1           99.632            0.001        0.000        0.001        77978564                    1914617484                  0                           0                           
GPU 2           99.526            0.001        0.000        0.001        82806253                    1980699788                  0                           0                           
GPU 3           98.579            0.001        0.000        0.001        78604215                    1732350376                  0                           0                           
GPU 4           98.058            0.001        0.000        0.001        83710088                    1802515336                  0                           0                           
GPU 5           99.857            0.001        0.000        0.001        79414559                    1705274946                  0                           0                           
GPU 6           100.671           0.001        0.000        0.001        83653055                    1863578847                  0                           0                           
GPU 7           102.000           0.001        0.000        0.001        95479250                    2033698657                  0                           0                           
GPU 0           97.917            0.001        0.000        0.000        57172692                    1143042148                  0                           0                           
GPU 1           99.676            0.001        0.000        0.001        86893487                    1808859310                  0                           0                           
GPU 2           99.555            0.001        0.000        0.001        92960278                    1845164402                  0                           0                           
GPU 3           98.474            0.001        0.000        0.001        89244005                    1891395797                  0                           0                           
GPU 4           97.923            0.001        0.000        0.001        85537026                    1809540354                  0                           0                           
GPU 5           99.767            0.001        0.000        0.001        90410456                    1918947045                  0                           0                           
GPU 6           100.610           0.001        0.000        0.001        84456971                    1688868772                  0                           0                           
GPU 7           101.997           0.001        0.000        0.001        78173696                    1704815505                  0                           0                           
GPU 0           98.073            0.001        0.000        0.001        52082819                    1797680334                  0                           0                           
GPU 1           99.480            0.001        0.000        0.001        85539619                    1381296010                  0                           0                           
GPU 2           99.602            0.001        0.000        0.001        83680326                    1522793603                  0                           0                           
GPU 3           98.418            0.001        0.000        0.001        74952828                    1615474519                  0                           0                           
GPU 4           97.996            0.001        0.000        0.001        72374371                    1578431744                  0                           0                           
GPU 5           99.795            0.001        0.000        0.001        70366722                    1525617285                  0                           0                           
GPU 6           100.606           0.001        0.000        0.001        73986921                    1584851482                  0                           0                           
GPU 7           102.028           0.001        0.000        0.001        85050547                    1816297818                  0                           0                           
GPU 0           97.909            0.001        0.000        0.001        85187918                    1800979672                  0                           0                           
GPU 1           99.637            0.001        0.000        0.001        66327285                    1765336879                  0                           0                           
GPU 2           99.573            0.001        0.000        0.001        72910067                    1917904676                  0                           0                           
GPU 3           98.457            0.001        0.000        0.001        77075620                    1662984703                  0                           0                           
GPU 4           98.075            0.001        0.000        0.001        76493631                    1620034423                  0                           0                           
GPU 5           99.908            0.001        0.000        0.001        88477041                    1908317567                  0                           0                           
GPU 6           100.663           0.001        0.000        0.001        85754631                    1869682098                  0                           0                           
GPU 7           101.970           0.001        0.000        0.001        95937226                    2042789950                  0                           0                           
GPU 0           97.974            0.001        0.000        0.001        84760162                    1895135486                  0                           0                           
GPU 1           99.668            0.001        0.000        0.001        83138690                    1874819607                  0                           0                           
GPU 2           99.423            0.001        0.000        0.001        89632460                    1952695289                  0                           0                           
